Time,GyroX,GyroY,GyroZ,Accelerometer,HeelLeft,FrontLeft,HeelRight,FrontRight,DataType ,,Time,Accelerometer
1.54764E+12,0.18737854,-0.070179686,-0.0916996,-8.937737,824,265,947,467,0,,1.54764E+12,-8.937737
1.54764E+12,0.049497537,-0.07497934,0.05466371,-8.915931,800,259,947,476,0,,1.54764E+12,-8.915931
1.54764E+12,0.010646508,0.115052104,0.19413297,-8.347691,760,249,948,483,0,,1.54764E+12,-8.347691
1.54764E+12,0.069202304,-0.18516198,0.089273594,-9.036627,756,249,940,485,0,,1.54764E+12,-9.036627
1.54764E+12,0.085172065,-0.12288863,0.12705997,-8.707511,753,243,940,488,0,,1.54764E+12,-8.707511
1.54764E+12,0.14851007,-0.036651913,0.059463367,-8.638998,751,241,936,497,0,,1.54764E+12,-8.638998
1.54764E+12,0.12191125,0.042114794,0.0956615,-8.97116,751,241,938,502,0,,1.54764E+12,-8.97116
1.54764E+12,0.07771951,0.1065349,0.18987437,-8.64255,754,245,938,508,0,,1.54764E+12,-8.64255
1.54764E+12,0.033004176,0.1107935,0.21223204,-8.42396,759,245,938,515,0,,1.54764E+12,-8.42396
1.54764E+12,-0.04576253,0.15709709,0.23778366,-8.693768,771,247,942,518,0,,1.54764E+12,-8.693768
1.54764E+12,-0.018081611,0.15763813,0.22074924,-7.987459,789,247,943,522,0,,1.54764E+12,-7.987459
1.54764E+12,-0.039374627,0.15816173,0.18242182,-8.689679,812,252,945,523,0,,1.54764E+12,-8.689679
1.54764E+12,-0.060667645,0.13367477,0.17657496,-8.39748,828,247,947,524,0,,1.54764E+12,-8.39748
1.54764E+12,-0.18256144,0.09641199,0.1068316,-9.070865,843,242,946,520,0,,1.54764E+12,-9.070865
1.54764E+12,-0.19429006,0.067142814,0.06585127,-7.838626,849,240,946,512,0,,1.54764E+12,-7.838626
1.54764E+12,-0.21184807,0.08363618,0.039235003,-8.498161,853,241,948,506,0,,1.54764E+12,-8.498161
1.54764E+12,-0.1980076,0.05969026,0.027523842,-8.588816,858,240,949,498,0,,1.54764E+12,-8.588816
1.54764E+12,-0.1980076,0.013910274,-0.024102997,-8.870728,856,253,948,489,0,,1.54764E+12,-8.870728
1.54764E+12,-0.2027898,0.02136283,-0.02942625,-8.580426,865,236,948,487,0,,1.54764E+12,-8.580426
1.54764E+12,-0.22462387,-0.05794493,-0.061889376,-8.173728,862,244,949,488,0,,1.54764E+12,-8.173728
1.54764E+12,-0.23153538,-0.09414306,-0.062430426,-8.238783,860,242,948,490,0,,1.54764E+12,-8.238783
1.54764E+12,-0.26241025,-0.11863003,-0.075206235,-8.4291315,861,237,946,497,0,,1.54764E+12,-8.4291315
1.54764E+12,-0.29169688,-0.14470525,-0.083182395,-8.0766,864,240,944,504,0,,1.54764E+12,-8.0766
1.54764E+12,-0.21769492,-0.17399187,-0.06562438,-8.338248,866,252,943,505,0,,1.54764E+12,-8.338248
1.54764E+12,-0.1985312,-0.07497934,-0.17793632,-8.274265,863,262,944,507,0,,1.54764E+12,-8.274265
1.54764E+12,-0.058538344,-0.07976155,-0.27429596,-8.5591755,861,277,939,512,0,,1.54764E+12,-8.5591755
1.54764E+12,-0.014346606,-0.08349655,-0.28866,-9.181006,862,285,934,519,0,,1.54764E+12,-9.181006
1.54764E+12,0.030874874,-0.18835594,-0.20509364,-7.574909,861,291,933,527,0,,1.54764E+12,-7.574909
1.54764E+12,0.006928957,-0.18357372,-0.27429596,-8.600231,857,290,933,542,0,,1.54764E+12,-8.600231
1.54764E+12,0.10700613,-0.106395274,-0.2694963,-9.345804,861,298,933,548,0,,1.54764E+12,-9.345804
1.54764E+12,0.10752974,-0.070179686,-0.27642524,-10.646737,863,303,933,548,0,,1.54764E+12,-10.646737
1.54764E+12,0.3593284,-0.33314845,-0.13269739,-6.7498198,863,313,939,539,0,,1.54764E+12,-6.7498198
1.54764E+12,0.31726596,-0.20326105,-0.36053267,-7.673599,863,313,923,552,0,,1.54764E+12,-7.673599
1.54764E+12,0.3683692,0.050632,-0.18912388,-12.157632,866,314,910,576,0,,1.54764E+12,-12.157632
1.54764E+12,0.37529814,-0.18729128,-0.16196655,-8.587561,868,311,924,580,0,,1.54764E+12,-8.587561
1.54764E+12,0.32686526,-0.020682152,-0.111927964,-9.168739,858,310,923,584,0,,1.54764E+12,-9.168739
1.54764E+12,0.21666518,-0.18092082,-0.26258478,-7.914206,857,321,928,579,0,,1.54764E+12,-7.914206
1.54764E+12,0.23635249,-0.07550294,-0.14280283,-9.617595,860,325,928,580,0,,1.54764E+12,-9.617595
1.54764E+12,0.24806364,-0.4635769,-0.24767968,-9.113433,861,325,931,566,0,,1.54764E+12,-9.113433
1.54764E+12,0.27309167,-0.10053097,-0.21413444,-7.6490912,856,331,929,557,0,,1.54764E+12,-7.6490912
1.54764E+12,0.16982053,-0.30335566,-0.31262338,-9.256721,850,335,918,559,0,,1.54764E+12,-9.256721
1.54764E+12,0.15543902,-0.13194689,-0.359468,-8.768946,853,333,921,572,0,,1.54764E+12,-8.768946
1.54764E+12,0.14159857,-0.17825048,-0.39725438,-10.418148,852,322,921,578,0,,1.54764E+12,-10.418148
1.54764E+12,0.2901261,-0.13672909,-0.24555036,-9.087633,851,328,930,585,0,,1.54764E+12,-9.087633
1.54764E+12,0.25179866,-0.21019,-0.31208232,-9.139242,843,334,927,602,0,,1.54764E+12,-9.139242
1.54764E+12,0.27361527,-0.10957177,-0.25778514,-9.543585,841,324,927,604,0,,1.54764E+12,-9.543585
1.54764E+12,0.3891386,-0.20060815,-0.22425735,-9.482859,845,317,928,602,0,,1.54764E+12,-9.482859
1.54764E+12,0.40723768,-0.20860176,-0.25939083,-9.003453,846,299,927,601,0,,1.54764E+12,-9.003453
1.54764E+12,0.42107815,-0.2682222,-0.27110198,-8.353235,847,299,925,601,0,,1.54764E+12,-8.353235
1.54764E+12,0.44928265,-0.34592426,-0.35201547,-8.906172,847,309,924,601,0,,1.54764E+12,-8.906172
1.54764E+12,0.43811256,-0.31932545,-0.28707176,-9.9506855,845,324,924,598,0,,1.54764E+12,-9.9506855
1.54764E+12,0.43385395,-0.30974358,-0.2146755,-9.460727,843,341,923,597,0,,1.54764E+12,-9.460727
1.54764E+12,0.1900489,-0.15217526,-0.22265165,-8.837055,842,358,917,600,0,,1.54764E+12,-8.837055
1.54764E+12,0.14800392,-0.34646532,-0.20242329,-9.732018,842,371,917,600,0,,1.54764E+12,-9.732018
1.54764E+12,0.28480282,-0.16653931,-0.1523847,-9.256655,842,375,924,600,0,,1.54764E+12,-9.256655
1.54764E+12,0.35613444,-0.21764256,-0.1603783,-9.188257,847,379,920,593,0,,1.54764E+12,-9.188257
1.54764E+12,0.39659116,-0.16441001,-0.14280283,-8.85734,849,379,924,597,0,,1.54764E+12,-8.85734
1.54764E+12,0.47698104,-0.21977186,-0.23596852,-9.730122,852,391,925,595,0,,1.54764E+12,-9.730122
1.54764E+12,0.36304593,-0.07871435,-0.2231927,-9.045246,852,404,928,587,0,,1.54764E+12,-9.045246
1.54764E+12,0.31833062,-0.04145157,-0.2902657,-8.456446,822,414,931,589,0,,1.54764E+12,-8.456446
1.54764E+12,0.09103637,0.06553711,-0.44409904,-9.738051,746,417,932,602,0,,1.54764E+12,-9.738051
1.54764E+12,0.050056044,0.14112732,-0.24448572,-9.438202,686,410,934,616,0,,1.54764E+12,-9.438202
1.54764E+12,0.17140879,0.031468287,-0.24661502,-8.644093,673,415,935,636,0,,1.54764E+12,-8.644093
1.54764E+12,0.31461304,-0.04251622,-0.23436281,-10.536442,692,417,938,647,0,,1.54764E+12,-10.536442
1.54764E+12,0.4934744,-0.04410447,-0.11938052,-9.288172,687,431,941,646,0,,1.54764E+12,-9.288172
1.54764E+12,0.50253266,-0.09468411,-0.16463691,-8.892026,665,438,944,635,0,,1.54764E+12,-8.892026
1.54764E+12,0.5387308,-0.2517114,-0.221587,-8.427188,614,452,946,621,0,,1.54764E+12,-8.427188
1.54764E+12,0.45249406,-0.30068532,-0.21839304,-9.142317,561,460,948,617,0,,1.54764E+12,-9.142317
1.54764E+12,0.6026098,-0.39969784,-0.040072758,-8.302431,574,455,949,618,0,,1.54764E+12,-8.302431
1.54764E+12,0.66062456,-0.36349973,-0.065083325,-8.571233,585,453,948,617,0,,1.54764E+12,-8.571233
1.54764E+12,0.72823864,-0.39756855,-0.085311696,-9.735658,629,449,947,594,0,,1.54764E+12,-9.735658
1.54764E+12,0.64571947,-0.48593456,-0.13482669,-9.648709,710,461,947,594,0,,1.54764E+12,-9.648709
1.54764E+12,0.5972866,-0.5173505,-0.24874432,-8.824309,734,481,947,535,0,,1.54764E+12,-8.824309
1.54764E+12,0.7527256,-0.4827406,-0.24713862,-8.770622,740,497,943,443,0,,1.54764E+12,-8.770622
1.54764E+12,1.1088426,-0.50138074,-0.2694963,-7.259028,649,501,941,282,0,,1.54764E+12,-7.259028
1.54764E+12,0.8740958,-0.39330995,-0.43292892,-10.217533,827,496,942,154,0,,1.54764E+12,-10.217533
1.54764E+12,0.8011585,-0.326778,-0.44889867,-9.242586,855,528,942,49,0,,1.54764E+12,-9.242586
1.54764E+12,0.6159267,-0.06487389,-0.28866,-7.232548,846,547,933,24,0,,1.54764E+12,-7.232548
1.54764E+12,0.24754004,-0.1558928,-0.38234928,-7.9741855,809,547,889,30,0,,1.54764E+12,-7.9741855
1.54764E+12,0.36412805,-0.18092082,-0.36637953,-8.648211,802,552,867,46,0,,1.54764E+12,-8.648211
1.54764E+12,0.5094442,-0.43004912,-0.3536037,-8.648833,806,550,865,76,0,,1.54764E+12,-8.648833
1.54764E+12,0.6313554,-0.3225194,-0.19603539,-7.224858,803,543,878,117,0,,1.54764E+12,-7.224858
1.54764E+12,0.7261093,-0.39543924,-0.3094294,-7.0312915,775,547,887,209,0,,1.54764E+12,-7.0312915
1.54764E+12,0.9448863,-0.34965926,-0.30304152,-8.167637,783,549,894,308,0,,1.54764E+12,-8.167637
1.54764E+12,0.9629854,-0.4220555,-0.40470695,-8.458149,800,549,856,353,0,,1.54764E+12,-8.458149
1.54764E+12,0.87355477,-0.46411794,-0.23490386,-8.676922,799,552,878,339,0,,1.54764E+12,-8.676922
1.54764E+12,0.3284535,-0.080302596,-0.18325958,-9.506273,806,553,865,380,0,,1.54764E+12,-9.506273
1.54764E+12,0.12829915,-0.32997194,0.043493606,-8.066305,842,542,709,405,0,,1.54764E+12,-8.066305
1.54764E+12,0.25127506,0.06499606,-0.017715093,-7.2286882,863,547,793,381,0,,1.54764E+12,-7.2286882
1.54764E+12,0.3758392,-0.34646532,-0.02994985,-4.5432467,880,506,895,291,0,,1.54764E+12,-4.5432467
1.54764E+12,0.60313344,-0.29483846,-0.27481955,-7.2534256,894,468,924,271,0,,1.54764E+12,-7.2534256
1.54764E+12,0.28373817,-0.2229658,-0.20135863,-7.3694677,879,507,925,302,0,,1.54764E+12,-7.3694677
1.54764E+12,0.14161602,-0.42631412,0.014748032,-7.962301,879,535,926,287,0,,1.54764E+12,-7.962301
1.54764E+12,-0.12559389,-0.36404076,0.036041047,-8.173048,880,547,926,297,0,,1.54764E+12,-8.173048
1.54764E+12,-0.19638444,-0.74731505,-0.033143803,-7.1225586,864,558,920,344,0,,1.54764E+12,-7.1225586
1.54764E+12,0.501468,-0.63446206,-0.12150982,-5.696917,847,569,920,381,0,,1.54764E+12,-5.696917
1.54764E+12,0.30450758,-0.3523296,-0.33444,-7.6411424,864,563,923,399,0,,1.54764E+12,-7.6411424
1.54764E+12,0.29014352,-0.2831273,-0.1438675,-9.301292,899,486,933,373,0,,1.54764E+12,-9.301292
1.54764E+12,0.73675585,0.22149974,0.37831756,-7.2842054,913,403,939,274,0,,1.54764E+12,-7.2842054
1.54764E+12,0.48603928,0.16294394,0.40334558,-6.6292763,920,368,940,235,0,,1.54764E+12,-6.6292763
1.54764E+12,0.054314647,0.120898955,0.40706313,-6.736939,928,296,929,217,0,,1.54764E+12,-6.736939
1.54764E+12,-0.08141961,0.055955257,0.32456142,-7.803163,930,235,934,195,0,,1.54764E+12,-7.803163
1.54764E+12,0.16236798,0.009110618,0.06743952,-6.287413,931,233,937,145,0,,1.54764E+12,-6.287413
1.54764E+12,0.16877334,0.010175269,-0.05284857,-6.3516445,933,248,939,103,0,,1.54764E+12,-6.3516445
1.54764E+12,0.14322172,-0.17718582,-0.027820548,-7.216191,930,310,950,46,0,,1.54764E+12,-7.216191
1.54764E+12,0.18420205,-0.16760397,0.031782445,-5.868763,921,332,954,27,0,,1.54764E+12,-5.868763
1.54764E+12,-0.11601204,-0.17772688,-0.022497294,-7.5152745,930,323,957,26,0,,1.54764E+12,-7.5152745
1.54764E+12,-0.253352,-0.09894271,-0.18645352,-8.48256,933,326,959,36,0,,1.54764E+12,-8.48256
1.54764E+12,-0.50193924,-0.24319418,-0.034208454,-7.368079,936,305,960,60,0,,1.54764E+12,-7.368079
1.54764E+12,-0.48596948,-0.29323277,-0.024102997,-8.110339,939,297,959,90,0,,1.54764E+12,-8.110339
1.54764E+12,-0.437013,-0.0776497,0.35224235,-8.177424,937,346,957,159,0,,1.54764E+12,-8.177424
1.54764E+12,0.20603612,0.013369222,0.5145929,-6.1204033,929,347,953,257,0,,1.54764E+12,-6.1204033
1.54764E+12,-0.2831622,-0.41673225,0.060528018,-3.9617238,930,327,953,257,0,,1.54764E+12,-3.9617238
1.54764E+12,-0.48809877,-0.70047045,-0.095434606,-6.6434593,927,278,943,374,0,,1.54764E+12,-6.6434593
1.54764E+12,-0.768643,-0.59878755,0.24684192,-6.8574724,929,196,955,442,0,,1.54764E+12,-6.8574724
1.54764E+12,-0.8841489,-0.41514403,0.48265335,-7.901067,930,99,957,483,0,,1.54764E+12,-7.901067
1.54764E+12,-0.7595847,-0.29909706,0.5523967,-6.36556,927,0,958,513,0,,1.54764E+12,-6.36556
1.54764E+12,-0.67921233,-0.4529304,0.36128315,-7.470398,921,0,959,520,0,,1.54764E+12,-7.470398
1.54764E+12,-0.45402995,-0.37414622,0.43048546,-6.044976,906,0,961,578,0,,1.54764E+12,-6.044976
1.54764E+12,-0.5610361,-0.30761427,0.6258576,-6.4720826,873,0,962,660,0,,1.54764E+12,-6.4720826
1.54764E+12,-0.68825316,-0.91127133,0.19093902,-4.4730487,799,0,959,694,0,,1.54764E+12,-4.4730487
1.54764E+12,-0.2581342,-1.0938503,0.16538739,-8.473636,741,0,963,696,0,,1.54764E+12,-8.473636
1.54764E+12,-0.10430088,-1.0938503,0.53056264,-6.8917003,719,0,963,699,0,,1.54764E+12,-6.8917003
1.54764E+12,-0.17509143,-1.3626833,0.5353623,-5.100847,776,0,962,710,0,,1.54764E+12,-5.100847
1.54764E+12,0.23158774,-0.9943141,0.73125803,-7.9457426,737,0,956,712,0,,1.54764E+12,-7.9457426
1.54764E+12,-0.024452062,-0.37095228,1.2007691,-3.9726224,827,70,871,704,0,,1.54764E+12,-3.9726224
1.54764E+12,-0.3614053,-0.6349857,0.8148244,-5.8223443,824,163,606,690,0,,1.54764E+12,-5.8223443
1.54764E+12,0.048467793,-0.8356811,0.5417502,-5.527618,831,222,371,691,0,,1.54764E+12,-5.527618
1.54764E+12,-0.079813905,-0.37149334,0.69612455,-8.246837,794,277,548,670,0,,1.54764E+12,-8.246837
1.54764E+12,-0.113882735,-0.13992305,0.8755095,-6.849543,834,298,779,646,0,,1.54764E+12,-6.849543
1.54764E+12,-0.5557128,0.10012954,1.0996273,-6.8536325,830,322,798,644,0,,1.54764E+12,-6.8536325
1.54764E+12,-0.9783792,-0.03345796,1.1294374,-7.4154553,833,326,901,648,0,,1.54764E+12,-7.4154553
1.54764E+12,-0.78035414,0.39132026,0.81749475,-7.615333,842,314,918,650,0,,1.54764E+12,-7.615333
1.54764E+12,-0.06543239,0.2630211,0.575278,-7.247651,851,354,915,642,0,,1.54764E+12,-7.247651
1.54764E+12,0.06496116,0.2390752,0.83772314,-10.187702,855,378,930,646,0,,1.54764E+12,-10.187702
1.54764E+12,0.48923326,0.29230773,1.4243457,-6.8542547,851,361,928,647,0,,1.54764E+12,-6.8542547
1.54764E+12,0.14587462,0.43922955,1.3828244,-7.5810766,867,328,924,644,0,,1.54764E+12,-7.5810766
1.54764E+12,-0.22938862,0.43123594,1.3215982,-7.8640714,846,349,942,643,0,,1.54764E+12,-7.8640714
1.54764E+12,-0.22832397,0.44827035,1.2566545,-7.4811144,860,366,946,632,0,,1.54764E+12,-7.4811144
1.54764E+12,-0.09896017,0.105976395,0.98251563,-7.537167,873,380,955,617,0,,1.54764E+12,-7.537167
1.54764E+12,-0.26771605,0.09480628,0.9228952,-8.370665,875,360,959,615,0,,1.54764E+12,-8.370665
1.54764E+12,-0.05639159,0.3545811,0.9468411,-8.75164,886,378,961,598,0,,1.54764E+12,-8.75164
1.54764E+12,-0.114947386,0.33276448,0.99316216,-8.114208,896,402,962,572,0,,1.54764E+12,-8.114208
1.54764E+12,-0.16924457,0.17945476,0.7658505,-9.311366,903,414,962,575,0,,1.54764E+12,-9.311366
1.54764E+12,-0.15966272,0.14432128,0.6615147,-9.784499,918,392,963,560,0,,1.54764E+12,-9.784499
1.54764E+12,-0.22406536,0.2502453,0.8078955,-6.95597,922,392,961,495,0,,1.54764E+12,-6.95597
1.54764E+12,-0.53122586,0.1725258,0.7812966,-6.976771,918,387,960,523,0,,1.54764E+12,-6.976771
1.54764E+12,-0.7995004,-0.06913249,0.66896725,-7.8723745,915,373,955,548,0,,1.54764E+12,-7.8723745
1.54764E+12,-0.53974307,0.120881505,0.58327156,-8.862741,919,392,956,554,0,,1.54764E+12,-8.862741
1.54764E+12,-0.1894555,0.5227959,0.9675931,-9.06961,919,407,956,548,0,,1.54764E+12,-9.06961
1.54764E+12,-0.28527406,0.7096334,1.3476909,-7.7978573,914,399,958,527,0,,1.54764E+12,-7.7978573
1.54764E+12,-0.9570862,0.76925385,1.2241914,-6.085065,907,371,958,495,0,,1.54764E+12,-6.085065
1.54764E+12,-0.80590576,0.6053151,0.90692544,-6.788874,901,383,959,526,0,,1.54764E+12,-6.788874
1.54764E+12,-0.094701566,0.23853415,0.4810651,-10.069113,910,404,959,526,0,,1.54764E+12,-10.069113
1.54764E+12,0.2688505,0.7548898,0.79033744,-7.6674213,906,421,962,559,0,,1.54764E+12,-7.6674213
1.54764E+12,-0.4790405,0.99921846,1.0745993,-7.7793646,884,419,959,567,0,,1.54764E+12,-7.7793646
1.54764E+12,-0.41144392,0.7149741,0.8499579,-5.1570244,866,401,958,523,0,,1.54764E+12,-5.1570244
1.54764E+12,0.011205014,0.61116195,0.3937463,-8.142422,852,415,963,439,0,,1.54764E+12,-8.142422
1.54764E+12,-0.021781709,0.5547354,0.14995869,-8.924195,782,429,964,167,0,,1.54764E+12,-8.924195
1.54764E+12,-0.31669,0.5664466,0.2974041,-8.667326,799,435,967,135,0,,1.54764E+12,-8.667326
1.54764E+12,-0.26823965,0.625526,0.3857701,-8.256874,805,440,967,154,0,,1.54764E+12,-8.256874
1.54764E+12,-0.26185176,0.5206666,0.12227777,-7.6206484,812,438,967,186,0,,1.54764E+12,-7.6206484
1.54764E+12,-0.13196434,0.20605357,-0.07733554,-8.27482,826,439,966,188,0,,1.54764E+12,-8.27482
1.54764E+12,0.2773677,0.15495034,-0.3472158,-8.612777,865,443,966,242,0,,1.54764E+12,-8.612777
1.54764E+12,0.40673152,0.38172096,-0.39353684,-9.0764475,876,454,964,373,0,,1.54764E+12,-9.0764475
1.54764E+12,0.19964822,0.43868852,-0.49200833,-8.686069,900,476,963,347,0,,1.54764E+12,-8.686069
1.54764E+12,0.048991393,0.2896374,-0.71877897,-8.57084,903,476,963,342,0,,1.54764E+12,-8.57084
1.54764E+12,-0.06223844,0.044767696,-1.0227455,-7.6861343,911,459,964,340,0,,1.54764E+12,-7.6861343
1.54764E+12,0.039950587,0.004310963,-1.1238873,-10.213588,916,455,965,304,0,,1.54764E+12,-10.213588
1.54764E+12,-0.4641354,0.27844983,-0.88540554,-8.3864,915,457,964,176,0,,1.54764E+12,-8.3864
1.54764E+12,-0.29059732,0.09480628,-1.1260166,-6.804369,921,439,963,86,0,,1.54764E+12,-6.804369
1.54764E+12,-0.25333455,0.3050661,-1.3373586,-8.213539,923,437,961,47,0,,1.54764E+12,-8.213539
1.54764E+12,0.010681415,0.2944196,-1.2457811,-7.067626,920,475,960,26,0,,1.54764E+12,-7.067626
1.54764E+12,-0.122382484,0.06286676,-1.2660094,-5.466087,911,545,958,19,0,,1.54764E+12,-5.466087
1.54764E+12,0.017592918,-0.012182398,-1.2197059,-5.503877,912,568,955,21,0,,1.54764E+12,-5.503877
1.54764E+12,-0.17561503,0.2395988,-1.1542386,-4.3493543,907,576,947,21,0,,1.54764E+12,-4.3493543
1.54764E+12,-0.06756169,0.28483772,-1.3080719,-5.4955645,909,542,945,12,0,,1.54764E+12,-5.4955645
1.54764E+12,0.19805996,0.67823493,-1.1063293,-6.364152,894,532,942,0,0,,1.54764E+12,-6.364152
1.54764E+12,0.014398966,0.8448441,-0.86304784,-5.048002,864,533,938,0,0,,1.54764E+12,-5.048002
1.54764E+12,-0.401321,0.4259127,-0.6229778,-4.3761024,894,508,928,0,0,,1.54764E+12,-4.3761024
