Time,GyroX,GyroY,GyroZ,Accelerometer,HeelLeft,FrontLeft,HeelRight,FrontRight,DataType ,,Time,Accelerometer
1.54764E+12,-0.41462043,-0.28633872,0.93512994,-6.933196,941,0,957,513,0,,1.54764E+12,-6.933196
1.54764E+12,-0.27780405,-0.7755371,0.3325376,-6.6171136,942,0,953,534,0,,1.54764E+12,-6.6171136
1.54764E+12,-0.53492594,-0.85538584,0.30538025,-11.712847,946,0,961,525,0,,1.54764E+12,-11.712847
1.54764E+12,-0.08192576,-0.68930036,0.7440164,-8.842802,946,0,965,499,0,,1.54764E+12,-8.842802
1.54764E+12,0.26619762,-0.51841515,0.508205,-8.195544,941,0,962,523,0,,1.54764E+12,-8.195544
1.54764E+12,0.26940903,-0.5838999,0.39587557,-7.349481,946,0,961,523,0,,1.54764E+12,-7.349481
1.54764E+12,0.2875081,-0.4561418,0.07860963,-6.8735037,939,0,961,530,0,,1.54764E+12,-6.8735037
1.54764E+12,-0.510439,-0.90968305,-0.1433439,-8.601917,945,0,964,535,0,,1.54764E+12,-8.601917
1.54764E+12,-0.1441991,-1.3296791,-0.03848451,-11.248496,936,0,963,523,0,,1.54764E+12,-11.248496
1.54764E+12,-0.11173598,-0.97995,0.38735837,-9.07073,916,0,959,537,0,,1.54764E+12,-9.07073
1.54764E+12,0.27790877,-0.047839474,1.111862,-3.2143977,842,0,939,545,0,,1.54764E+12,-3.2143977
1.54764E+12,-0.05211553,-0.57910025,0.33838442,-3.205319,829,0,750,555,0,,1.54764E+12,-3.205319
1.54764E+12,0.3194476,-1.2381365,-0.5048016,-16.137848,853,30,639,555,0,,1.54764E+12,-16.137848
1.54764E+12,0.35032248,-0.7239102,0.85102254,-3.7318134,745,92,847,613,0,,1.54764E+12,-3.7318134
1.54764E+12,0.45944047,-0.60625756,1.1129266,-5.703525,820,127,295,599,0,,1.54764E+12,-5.703525
1.54764E+12,0.38758525,-0.45294785,0.9926211,-7.0438657,846,176,497,579,0,,1.54764E+12,-7.0438657
1.54764E+12,-0.0728675,-0.26611036,1.0282782,-10.677239,904,226,591,579,0,,1.54764E+12,-10.677239
1.54764E+12,0.67875856,0.057526052,1.5329226,-9.090793,922,225,937,332,0,,1.54764E+12,-9.090793
1.54764E+12,0.5398303,0.18528415,1.309346,-8.771225,929,231,951,104,0,,1.54764E+12,-8.771225
1.54764E+12,0.25822145,0.16559684,1.1182499,-4.5538,929,242,958,37,0,,1.54764E+12,-4.5538
1.54764E+12,-0.025481807,0.6952519,0.9127723,-9.096435,927,277,955,73,0,,1.54764E+12,-9.096435
1.54764E+12,-0.06541494,0.31890655,1.1352843,-9.995563,926,329,962,102,0,,1.54764E+12,-9.995563
1.54764E+12,-0.06541494,0.31890655,1.1352843,-9.995563,926,323,962,102,0,,1.54764E+12,-9.995563
1.54764E+12,-0.090425506,0.33007666,0.81588906,-8.337272,935,307,962,74,0,,1.54764E+12,-8.337272
1.54764E+12,-0.36990508,0.33700562,0.4581664,-7.097812,934,311,961,83,0,,1.54764E+12,-7.097812
1.54764E+12,-0.3981096,0.16240288,0.23991296,-9.180193,935,290,963,94,0,,1.54764E+12,-9.180193
1.54764E+12,-0.39599776,0.1150172,0.34796628,-10.536019,932,294,965,111,0,,1.54764E+12,-10.536019
1.54764E+12,-0.43271947,0.36468655,0.6998421,-10.52583,932,272,967,108,0,,1.54764E+12,-10.52583
1.54764E+12,-0.43378413,0.5674938,1.3205335,-8.24858,933,266,966,101,0,,1.54764E+12,-8.24858
1.54764E+12,-0.44549528,0.050614547,1.4993949,-9.177339,931,203,966,103,0,,1.54764E+12,-9.177339
1.54764E+12,-0.36351717,-0.16016887,0.5987003,-6.475808,934,163,965,112,0,,1.54764E+12,-6.475808
1.54764E+12,-0.28206265,0.37320375,0.5699547,-7.3521914,933,177,964,105,0,,1.54764E+12,-7.3521914
1.54764E+12,-0.80321795,0.5941101,0.6040235,-8.78243,940,220,962,96,0,,1.54764E+12,-8.78243
1.54764E+12,-0.67865384,0.5275781,0.5231101,-13.282121,945,225,967,163,0,,1.54764E+12,-13.282121
1.54764E+12,-0.009512045,0.057526052,0.24843016,-12.3293915,946,257,968,314,0,,1.54764E+12,-12.3293915
1.54764E+12,-0.12397074,0.095853485,0.3373198,-10.529335,943,291,969,372,0,,1.54764E+12,-10.529335
1.54764E+12,-0.12768829,0.16505578,0.8169537,-8.622487,939,333,970,267,0,,1.54764E+12,-8.622487
1.54764E+12,-0.39652136,0.11768755,0.727523,-10.578158,940,349,969,211,0,,1.54764E+12,-10.578158
1.54764E+12,-0.81012946,-0.093636915,0.684937,-12.272026,939,342,969,211,0,,1.54764E+12,-12.272026
1.54764E+12,-0.63978535,0.20551252,0.6396806,-7.2064323,924,355,970,229,0,,1.54764E+12,-7.2064323
1.54764E+12,-0.68930036,0.040491637,0.7019714,-7.632351,927,329,968,184,0,,1.54764E+12,-7.632351
1.54764E+12,-1.0661868,-0.49233994,0.50714034,-10.454722,941,296,969,215,0,,1.54764E+12,-10.454722
1.54764E+12,-0.976215,-0.03721042,0.23139575,-15.302483,951,305,970,220,0,,1.54764E+12,-15.302483
1.54764E+12,-0.50457466,0.13950416,0.71261793,-11.0902195,950,356,970,224,0,,1.54764E+12,-11.0902195
1.54764E+12,-0.3906745,1.0173175,0.64341563,-13.561104,945,376,968,137,0,,1.54764E+12,-13.561104
1.54764E+12,0.2502453,1.2089547,0.3085742,-13.563976,943,386,970,143,0,,1.54764E+12,-13.563976
1.54764E+12,0.47380453,1.2685751,0.30538025,-10.457098,934,407,972,223,0,,1.54764E+12,-10.457098
1.54764E+12,0.07351327,1.6619549,0.5076639,-7.5592227,910,417,971,362,0,,1.54764E+12,-7.5592227
1.54764E+12,-0.5008571,1.4623415,0.4885002,-10.172743,915,429,966,306,0,,1.54764E+12,-10.172743
1.54764E+12,-0.16442747,1.2371591,0.18987437,-11.009487,927,425,964,317,0,,1.54764E+12,-11.009487
1.54764E+12,0.07883652,0.7075041,-0.71986103,-12.099692,915,415,967,351,0,,1.54764E+12,-12.099692
1.54764E+12,0.14962707,0.5568473,-0.48829076,-11.150621,907,432,972,354,0,,1.54764E+12,-11.150621
1.54764E+12,0.13739231,1.4830935,-0.12791517,-14.3982315,902,431,969,389,0,,1.54764E+12,-14.3982315
1.54764E+12,0.15549138,1.2627108,-0.091176,-10.822395,896,416,969,412,0,,1.54764E+12,-10.822395
1.54764E+12,-0.2048842,0.33007666,-0.26099652,-6.761111,931,398,970,416,0,,1.54764E+12,-6.761111
1.54764E+12,-0.99272585,0.4706106,-0.16676621,-13.36611,944,316,965,440,0,,1.54764E+12,-13.36611
1.54764E+12,0.28644344,1.0758733,-1.3362939,-16.08846,938,300,969,354,0,,1.54764E+12,-16.08846
1.54764E+12,0.58400464,0.5153259,-0.9386381,-11.968289,923,348,972,273,0,,1.54764E+12,-11.968289
1.54764E+12,-0.16601571,0.5962394,-0.65917593,-10.788674,923,364,971,277,0,,1.54764E+12,-10.788674
1.54764E+12,-0.7489208,0.9795137,-0.29400072,-6.394759,929,363,970,170,0,,1.54764E+12,-6.394759
1.54764E+12,-0.5844235,-0.16762142,-1.1350749,-5.957205,937,322,966,101,0,,1.54764E+12,-5.957205
1.54764E+12,-0.02867576,-0.15697491,-1.6434369,-9.765078,941,296,969,83,0,,1.54764E+12,-9.765078
1.54764E+12,0.5659056,-0.11864748,-1.5401658,-11.897651,942,294,970,107,0,,1.54764E+12,-11.897651
1.54764E+12,0.12993976,0.21509437,-1.1004649,-10.448593,937,299,967,141,0,,1.54764E+12,-10.448593
1.54764E+12,0.14962707,0.019739674,-1.2053418,-9.208751,933,296,968,108,0,,1.54764E+12,-9.208751
1.54764E+12,0.08255407,0.16453218,-0.69483304,-8.891088,932,321,968,100,0,,1.54764E+12,-8.891088
1.54764E+12,0.007504916,-0.013247049,-0.655982,-6.111439,927,330,963,128,0,,1.54764E+12,-6.111439
1.54764E+12,-0.267175,-0.40556216,-0.6048788,-3.290926,931,312,958,144,0,,1.54764E+12,-3.290926
1.54764E+12,-0.4438896,-0.36138788,-1.2186413,-5.957071,928,270,940,175,0,,1.54764E+12,-5.957071
1.54764E+12,0.10225884,-0.003665191,-1.2601626,-7.646659,932,220,946,55,0,,1.54764E+12,-7.646659
1.54764E+12,0.14323917,0.3849149,-1.079172,-6.3678484,933,223,957,0,0,,1.54764E+12,-6.3678484
1.54764E+12,0.2465103,0.1272694,-1.101006,-7.298638,934,188,964,0,0,,1.54764E+12,-7.298638
1.54764E+12,0.2401224,0.4264363,-0.7214493,-7.5295916,931,216,965,0,0,,1.54764E+12,-7.5295916
1.54764E+12,0.24544565,0.6782175,-0.108210415,-4.495698,905,290,964,0,0,,1.54764E+12,-4.495698
1.54764E+12,0.14643313,0.7623249,0.03869395,-4.983646,686,376,964,12,0,,1.54764E+12,-4.983646
1.54764E+12,0.32529446,0.37959164,-0.047525316,-1.0950791,154,376,959,50,0,,1.54764E+12,-1.0950791
1.54764E+12,0.7516959,0.44825292,-0.12152728,-6.6263266,435,351,956,37,0,,1.54764E+12,-6.6263266
1.54764E+12,0.8592256,0.8858244,-0.7214493,-5.8412395,645,350,959,38,0,,1.54764E+12,-5.8412395
1.54764E+12,0.6707824,0.50787336,-0.82684976,-6.0867696,868,336,962,47,0,,1.54764E+12,-6.0867696
1.54764E+12,0.989113,0.97844905,-0.14866714,-6.3998446,897,305,962,72,0,,1.54764E+12,-6.3998446
1.54764E+12,0.29708993,0.9981538,0.2766347,-10.216164,918,321,962,72,0,,1.54764E+12,-10.216164
1.54764E+12,-0.09361946,0.46954593,0.35541886,-6.437558,921,328,965,148,0,,1.54764E+12,-6.437558
1.54764E+12,0.3066718,0.93853337,0.059986968,-9.292835,922,295,965,185,0,,1.54764E+12,-9.292835
1.54764E+12,1.2052372,1.2126722,0.33519047,-5.4467516,902,235,966,207,0,,1.54764E+12,-5.4467516
1.54764E+12,1.1615864,0.84377944,0.50872856,-6.92881,918,224,960,225,0,,1.54764E+12,-6.92881
1.54764E+12,-0.045710173,0.4658284,0.30538025,-8.132701,938,204,958,186,0,,1.54764E+12,-8.132701
1.54764E+12,0.7703185,1.3116847,0.047734756,-6.220691,945,197,962,110,0,,1.54764E+12,-6.220691
1.54764E+12,1.3468356,0.6723706,-0.56335735,-10.698022,940,116,966,51,0,,1.54764E+12,-10.698022
1.54764E+12,0.8448441,0.6106209,-0.4419872,-7.8057294,942,137,967,116,0,,1.54764E+12,-7.8057294
1.54764E+12,1.1126125,3.49E-05,-0.43718752,-7.8432035,948,74,967,167,0,,1.54764E+12,-7.8432035
1.54764E+12,-0.03080506,0.40301397,-0.6038141,-10.937412,954,105,966,144,0,,1.54764E+12,-10.937412
1.54764E+12,0.3093247,0.19060741,-0.3610737,-11.166355,953,119,969,190,0,,1.54764E+12,-11.166355
1.54764E+12,0.8341976,0.60955626,-0.044872414,-8.415657,937,226,969,191,0,,1.54764E+12,-8.415657
1.54764E+12,0.7804414,0.19966567,-0.035814155,-9.043455,915,348,967,220,0,,1.54764E+12,-9.043455
1.54764E+12,0.4892507,0.6047566,-0.05497787,-11.389276,895,342,969,212,0,,1.54764E+12,-11.389276
1.54764E+12,0.5259899,0.56217057,0.25427702,-9.515257,906,315,970,288,0,,1.54764E+12,-9.515257
1.54764E+12,0.6037094,0.76073664,0.349572,-8.652961,915,198,969,301,0,,1.54764E+12,-8.652961
1.54764E+12,1.006671,0.4892507,-0.13217378,-10.577229,932,157,968,257,0,,1.54764E+12,-10.577229
1.54764E+12,0.939598,0.6537305,-0.20189969,-9.931838,943,132,970,241,0,,1.54764E+12,-9.931838
1.54764E+12,0.65001297,0.625526,-0.23170991,-9.740771,947,84,970,268,0,,1.54764E+12,-9.740771
1.54764E+12,0.650554,0.5818753,-0.06775368,-10.0710945,945,97,970,284,0,,1.54764E+12,-10.0710945
1.54764E+12,0.8049284,0.7277325,0.006213372,-10.64826,945,88,969,310,0,,1.54764E+12,-10.64826
1.54764E+12,0.76127774,0.32210052,-0.033684853,-10.048148,948,76,969,300,0,,1.54764E+12,-10.048148
1.54764E+12,0.5558001,0.74209654,0.096185096,-10.776973,951,74,969,308,0,,1.54764E+12,-10.776973
1.54764E+12,0.653748,0.5504594,0.13983577,-8.43077,951,96,966,339,0,,1.54764E+12,-8.43077
1.54764E+12,0.6670474,0.311454,0.09032079,-7.380701,947,109,966,358,0,,1.54764E+12,-7.380701
1.54764E+12,0.7447669,0.01813397,0.06476917,-9.499608,949,99,967,349,0,,1.54764E+12,-9.499608
1.54764E+12,0.59625685,0.17996089,0.13929473,-10.469202,951,129,967,353,0,,1.54764E+12,-10.469202
1.54764E+12,0.18263125,0.41259584,0.049864057,-11.679854,953,125,967,361,0,,1.54764E+12,-11.679854
1.54764E+12,0.3194476,0.7319911,0.02591814,-10.384515,951,137,968,377,0,,1.54764E+12,-10.384515
1.54764E+12,0.6084916,0.30026644,0.003560472,-9.730763,947,93,969,368,0,,1.54764E+12,-9.730763
1.54764E+12,0.16772614,-0.22565362,-0.1385617,-12.2783575,946,126,969,371,0,,1.54764E+12,-12.2783575
1.54764E+12,0.10067059,-0.2735629,-0.23596852,-11.152373,952,151,967,376,0,,1.54764E+12,-11.152373
1.54764E+12,0.26089182,-0.1399405,-0.52342427,-10.738924,948,191,967,375,0,,1.54764E+12,-10.738924
1.54764E+12,0.7852236,0.19540706,-0.40365976,-9.422897,939,210,967,382,0,,1.54764E+12,-9.422897
1.54764E+12,0.9156521,0.11555825,-0.42495278,-7.328153,933,273,967,368,0,,1.54764E+12,-7.328153
1.54764E+12,0.46636942,-0.037734017,-0.359468,-9.563399,947,280,968,319,0,,1.54764E+12,-9.563399
1.54764E+12,0.10225884,-0.4582711,-0.15718435,-7.7625766,951,247,967,331,0,,1.54764E+12,-7.7625766
1.54764E+12,0.13206907,-0.4577475,-0.05071927,-7.3868685,945,237,965,355,0,,1.54764E+12,-7.3868685
1.54764E+12,0.8246332,-0.5205619,-0.09171705,-7.842888,940,223,967,342,0,,1.54764E+12,-7.842888
1.54764E+12,0.77777106,-0.7739488,-0.094911,-7.4470687,948,195,966,288,0,,1.54764E+12,-7.4470687
1.54764E+12,0.33807027,-0.50830966,0.006754424,-7.4649005,949,160,966,288,0,,1.54764E+12,-7.4649005
1.54764E+12,0.14058627,-0.18200293,0.17442821,-8.878849,952,180,964,302,0,,1.54764E+12,-8.878849
1.54764E+12,0.112905346,0.026651178,0.084997535,-7.175863,954,205,963,244,0,,1.54764E+12,-7.175863
1.54764E+12,0.29283133,-0.24694663,-0.058712877,-5.991298,952,179,963,181,0,,1.54764E+12,-5.991298
1.54764E+12,0.7144331,-0.50830966,-0.007068583,-6.7947927,950,162,963,118,0,,1.54764E+12,-6.7947927
1.54764E+12,0.85390234,-0.53227305,0.09192649,-6.8952527,951,219,960,141,0,,1.54764E+12,-6.8952527
1.54764E+12,0.4237834,-0.10534807,0.40119883,-6.9751043,951,293,958,253,0,,1.54764E+12,-6.9751043
1.54764E+12,0.24066345,-0.46732935,0.3208264,-5.767881,951,308,954,274,0,,1.54764E+12,-5.767881
1.54764E+12,0.08522443,-0.41303217,0.31922072,-8.927337,951,309,954,275,0,,1.54764E+12,-8.927337
1.54764E+12,-0.0824319,-0.19903734,0.68226665,-8.809935,950,354,958,327,0,,1.54764E+12,-8.809935
1.54764E+12,0.07351327,5.76E-04,0.9601405,-7.6091943,949,375,958,370,0,,1.54764E+12,-7.6091943
1.54764E+12,0.06871361,0.057526052,0.9585523,-7.6598654,946,368,954,423,0,,1.54764E+12,-7.6598654
1.54764E+12,0.28431413,-0.29857346,0.73604023,-6.859273,939,358,951,454,0,,1.54764E+12,-6.859273
1.54764E+12,0.07405432,-0.9203296,0.6396806,-6.7109284,945,352,960,436,0,,1.54764E+12,-6.7109284
1.54764E+12,-0.38852775,-0.76010835,0.8770978,-7.6023183,946,330,963,393,0,,1.54764E+12,-7.6023183
1.54764E+12,-0.2006256,-0.38748056,1.0346661,-6.292929,943,303,958,417,0,,1.54764E+12,-6.292929
1.54764E+12,-0.3225194,-0.7260395,0.74933964,-4.779851,928,229,955,438,0,,1.54764E+12,-4.779851
1.54764E+12,0.005375614,-0.7159166,0.7711737,-6.315014,935,131,961,407,0,,1.54764E+12,-6.315014
1.54764E+12,-0.5290617,-0.8830668,0.6290341,-4.857567,900,102,962,389,0,,1.54764E+12,-4.857567
1.54764E+12,-0.36138788,-0.96185094,0.6466096,-6.7899275,912,51,967,268,0,,1.54764E+12,-6.7899275
1.54764E+12,-0.60306364,-0.80056506,0.6476742,-7.2994614,881,54,967,292,0,,1.54764E+12,-7.2994614
1.54764E+12,0.34660494,-0.91341805,0.8802917,-8.4857025,873,119,969,204,0,,1.54764E+12,-8.4857025
1.54764E+12,0.28218484,-0.40610322,1.1193146,-5.587157,842,179,960,332,0,,1.54764E+12,-5.587157
1.54764E+12,0.018151425,-0.464659,0.7743677,-8.876657,867,279,959,360,0,,1.54764E+12,-8.876657
1.54764E+12,0.16985545,-0.80588835,0.81375974,-7.7859344,882,297,968,294,0,,1.54764E+12,-7.7859344
1.54764E+12,-0.439631,-0.5061804,1.044789,-8.5474825,885,332,966,336,0,,1.54764E+12,-8.5474825
1.54764E+12,-0.34648275,-0.54611355,1.2444023,-4.743804,828,386,965,312,0,,1.54764E+12,-4.743804
1.54764E+12,-0.052098077,-0.007923795,1.2774065,-6.5781074,911,363,965,228,0,,1.54764E+12,-6.5781074
1.54764E+12,-0.85643303,-0.2522699,0.9447118,-10.887843,940,326,966,267,0,,1.54764E+12,-10.887843
1.54764E+12,-1.3717415,0.005899213,0.15793484,-16.061436,929,288,970,307,0,,1.54764E+12,-16.061436
1.54764E+12,0.24652776,0.10117674,0.06105162,-8.646803,923,279,972,414,0,,1.54764E+12,-8.646803
1.54764E+12,0.24492206,-0.37470475,0.36819467,-9.175414,931,287,971,426,0,,1.54764E+12,-9.175414
1.54764E+12,0.005375614,-0.2868623,0.7264584,-8.090677,934,292,963,287,0,,1.54764E+12,-8.090677
1.54764E+12,-1.296675,0.049008846,0.98782146,-8.606887,933,299,963,256,0,,1.54764E+12,-8.606887
1.54764E+12,-1.1332598,0.24331635,0.74295175,-7.139816,923,245,963,333,0,,1.54764E+12,-7.139816
1.54764E+12,-0.7196342,0.19540706,0.38309976,-11.224093,930,221,960,419,0,,1.54764E+12,-11.224093
1.54764E+12,0.18901916,-0.5796413,0.28782225,-7.728924,931,156,969,492,0,,1.54764E+12,-7.728924
1.54764E+12,-0.27567476,0.16666149,0.87070984,-6.334847,933,133,962,501,0,,1.54764E+12,-6.334847
1.54764E+12,-0.36990508,0.73731434,1.1416723,-9.949738,929,160,958,519,0,,1.54764E+12,-9.949738
1.54764E+12,-0.58548814,0.91776395,0.6684262,-10.952113,921,199,969,529,0,,1.54764E+12,-10.952113
1.54764E+12,-0.049427725,0.4413414,0.14035937,-9.962168,926,248,971,511,0,,1.54764E+12,-9.962168
1.54764E+12,-0.78084284,0.35136968,0.57580155,-9.48214,932,327,971,511,0,,1.54764E+12,-9.48214
1.54764E+12,-1.1715697,0.3577576,0.8920029,-6.7676897,909,425,967,524,0,,1.54764E+12,-6.7676897
1.54764E+12,-0.2613107,0.27419123,0.14781193,-9.059803,866,476,950,549,0,,1.54764E+12,-9.059803
1.54764E+12,0.19116591,-0.19052014,0.08073893,-9.427983,854,450,956,605,0,,1.54764E+12,-9.427983
1.54764E+12,-0.22989477,0.24171065,0.45230207,-8.8839245,861,400,963,592,0,,1.54764E+12,-8.8839245
1.54764E+12,-0.57910025,0.006422812,0.663644,-7.836318,888,308,964,586,0,,1.54764E+12,-7.836318
1.54764E+12,-0.70259976,0.12779301,0.7190058,-8.925507,900,198,963,573,0,,1.54764E+12,-8.925507
1.54764E+12,-0.70047045,-0.15378097,0.83398813,-8.459327,888,211,966,540,0,,1.54764E+12,-8.459327
1.54764E+12,-0.50989795,-0.08777261,1.0064616,-9.503352,882,279,967,529,0,,1.54764E+12,-9.503352
1.54764E+12,-0.30176744,-0.097354464,1.0128495,-8.457221,876,297,966,529,0,,1.54764E+12,-8.457221
1.54764E+12,-0.02867576,-0.150587,0.8627337,-9.143131,873,285,967,524,0,,1.54764E+12,-9.143131
1.54764E+12,-0.036651913,-0.20594884,0.78660244,-8.522697,871,273,968,534,0,,1.54764E+12,-8.522697
1.54764E+12,-0.38213983,-0.1372876,0.9340653,-8.0999,876,305,964,570,0,,1.54764E+12,-8.0999
1.54764E+12,-0.51841515,0.02825688,0.9755867,-8.544389,880,342,959,578,0,,1.54764E+12,-8.544389
1.54764E+12,-0.51841515,-0.36990508,0.7541393,-9.466827,899,381,964,574,0,,1.54764E+12,-9.466827
1.54764E+12,-0.24905849,-0.43804273,0.6098704,-7.6847844,907,409,967,546,0,,1.54764E+12,-7.6847844
1.54764E+12,-0.35552356,-0.23469442,0.33199653,-9.684556,919,411,967,526,0,,1.54764E+12,-9.684556
1.54764E+12,-0.30016172,-0.13248794,0.31124458,-9.434266,925,400,968,524,0,,1.54764E+12,-9.434266
1.54764E+12,-0.35391787,-0.019111356,-0.005480334,-10.32645,926,394,967,548,0,,1.54764E+12,-10.32645
1.54764E+12,-0.2117957,0.095853485,0.08979719,-11.689,925,416,968,552,0,,1.54764E+12,-11.689
1.54764E+12,0.009110618,0.6904697,0.24895376,-9.997344,907,461,968,546,0,,1.54764E+12,-9.997344
1.54764E+12,0.21724114,0.72879714,0.3559599,-8.670841,883,501,967,510,0,,1.54764E+12,-8.670841
1.54764E+12,-0.37042868,0.59252185,0.25375342,-7.294635,884,503,959,522,0,,1.54764E+12,-7.294635
1.54764E+12,-0.34700635,0.7064395,0.03070034,-9.1653385,890,498,960,540,0,,1.54764E+12,-9.1653385
1.54764E+12,-0.44015458,0.46902233,-0.6160489,-9.036857,898,481,964,522,0,,1.54764E+12,-9.036857
1.54764E+12,-0.32997194,0.33913493,-0.8066214,-9.408628,913,470,967,511,0,,1.54764E+12,-9.408628
1.54764E+12,-0.60039324,0.3726627,-0.6852512,-9.663094,919,442,965,514,0,,1.54764E+12,-9.663094
1.54764E+12,-0.457189,0.51426125,-0.62404245,-11.208867,926,425,967,496,0,,1.54764E+12,-11.208867
1.54764E+12,-0.0169646,0.6622477,-0.8859466,-8.352365,918,434,967,477,0,,1.54764E+12,-8.352365
1.54764E+12,-0.098401666,0.61807346,-0.9689894,-8.186341,919,413,966,495,0,,1.54764E+12,-8.186341
1.54764E+12,-0.3182608,0.59730405,-0.7682939,-7.0080967,912,371,963,498,0,,1.54764E+12,-7.0080967
1.54764E+12,-0.5865528,0.5190609,-0.5085191,-6.1516333,901,335,957,495,0,,1.54764E+12,-6.1516333
1.54764E+12,-0.11065388,0.5861339,-0.36746162,-9.919906,908,336,958,473,0,,1.54764E+12,-9.919906
1.54764E+12,0.23162265,0.88743013,-0.29825932,-6.4555054,907,361,958,435,0,,1.54764E+12,-6.4555054
1.54764E+12,0.09428269,0.6202027,-0.5239653,-6.1547933,899,370,947,436,0,,1.54764E+12,-6.1547933
1.54764E+12,0.37693876,0.5776167,-0.81461495,-4.4711623,862,402,949,409,0,,1.54764E+12,-4.4711623
1.54764E+12,-0.23148301,0.22521728,-0.8694358,-5.0397854,847,390,946,361,0,,1.54764E+12,-5.0397854
1.54764E+12,-0.72176343,0.26460937,-0.84388417,-5.577322,837,450,948,317,0,,1.54764E+12,-5.577322
1.54764E+12,0.30773646,1.1184593,-1.0908831,-6.144163,673,480,949,256,0,,1.54764E+12,-6.144163
1.54764E+12,0.5648584,1.3319131,-0.8625243,-4.9949274,799,471,943,240,0,,1.54764E+12,-4.9949274
1.54764E+12,0.46903977,0.890083,-0.91256285,-4.9588704,782,451,947,190,0,,1.54764E+12,-4.9588704
1.54764E+12,0.16135569,0.7639306,-0.5489759,-4.7680907,821,425,947,190,0,,1.54764E+12,-4.7680907
1.54764E+12,-0.03132866,0.4706106,-0.76244706,-4.3812838,862,414,942,232,0,,1.54764E+12,-4.3812838
1.54764E+12,0.473822,0.2486396,-1.1308162,-5.752098,830,421,946,280,0,,1.54764E+12,-5.752098
1.54764E+12,0.083095126,0.16453218,-0.52448887,-5.5438123,856,418,953,189,0,,1.54764E+12,-5.5438123
1.54764E+12,-0.7095112,0.17304939,-0.49042007,-6.6223526,850,411,950,248,0,,1.54764E+12,-6.6223526
1.54764E+12,-0.16653931,0.9843133,-0.4244117,-9.03249,847,420,953,306,0,,1.54764E+12,-9.03249
1.54764E+12,0.054890607,0.9049881,-0.3482979,-4.404048,812,416,956,237,0,,1.54764E+12,-4.404048
1.54764E+12,0.2390752,0.80012876,-0.19179423,-6.227884,823,364,958,264,0,,1.54764E+12,-6.227884
1.54764E+12,-0.06274459,0.80438733,-0.1385617,-7.04061,859,354,960,276,0,,1.54764E+12,-7.04061
1.54764E+12,0.47010443,0.9230872,0.023247786,-6.4550743,866,344,964,273,0,,1.54764E+12,-6.4550743
1.54764E+12,0.28379053,0.81608105,0.09192649,-6.7723155,867,240,964,297,0,,1.54764E+12,-6.7723155
1.54764E+12,0.17146115,0.8836951,0.08660324,-8.696229,908,231,967,289,0,,1.54764E+12,-8.696229
1.54764E+12,0.69581044,0.90765846,0.09245009,-7.9198465,908,215,970,270,0,,1.54764E+12,-7.9198465
1.54764E+12,0.34447563,0.621791,-0.17528342,-9.088169,920,161,968,300,0,,1.54764E+12,-9.088169
1.54764E+12,0.5499532,0.55791193,0.13770647,-10.422123,935,113,970,327,0,,1.54764E+12,-10.422123
1.54764E+12,0.49565604,0.7282561,0.24097762,-9.220913,929,67,971,363,0,,1.54764E+12,-9.220913
1.54764E+12,0.6942047,0.93640405,0.22074924,-7.6882124,934,24,969,390,0,,1.54764E+12,-7.6882124
1.54764E+12,0.75808376,1.125912,0.31976178,-13.3823805,940,27,972,421,0,,1.54764E+12,-13.3823805
1.54764E+12,0.5094965,0.70005155,0.22553144,-10.626741,939,42,962,431,0,,1.54764E+12,-10.626741
1.54764E+12,0.83367395,0.54035395,-0.08958775,-9.540166,944,91,965,435,0,,1.54764E+12,-9.540166
1.54764E+12,1.4772466,0.19486602,-0.18060666,-4.330498,937,90,965,401,0,,1.54764E+12,-4.330498
1.54764E+12,0.56751126,0.28483772,-0.47286206,-12.64196,948,121,969,426,0,,1.54764E+12,-12.64196
1.54764E+12,0.5781578,0.33913493,-0.5117131,-10.658009,946,63,970,370,0,,1.54764E+12,-10.658009
1.54764E+12,0.69314003,0.62924355,-0.3530801,-11.667376,944,107,971,359,0,,1.54764E+12,-11.667376
1.54764E+12,1.0013652,0.441865,0.043476153,-9.7427635,947,67,971,385,0,,1.54764E+12,-9.7427635
1.54764E+12,0.82889175,0.67662925,0.33412582,-10.765126,946,6,970,433,0,,1.54764E+12,-10.765126
1.54764E+12,0.5009793,0.35562828,0.2681175,-11.214422,950,5,970,450,0,,1.54764E+12,-11.214422
1.54764E+12,0.71603876,0.4786042,0.17709856,-10.030623,952,13,969,454,0,,1.54764E+12,-10.030623
1.54764E+12,0.95664984,0.65640086,0.22979005,-8.486928,949,21,967,489,0,,1.54764E+12,-8.486928
1.54764E+12,0.63458425,0.23319344,0.23352505,-9.844766,947,1,966,493,0,,1.54764E+12,-9.844766
1.54764E+12,0.20181242,0.34658748,0.07328638,-11.921065,951,39,965,479,0,,1.54764E+12,-11.921065
1.54764E+12,0.30773646,0.18954276,-0.086393796,-10.603508,954,58,965,477,0,,1.54764E+12,-10.603508
1.54764E+12,0.46211082,0.28270844,0.2180789,-9.143639,952,43,963,496,0,,1.54764E+12,-9.143639
1.54764E+12,0.46797514,0.18528415,0.3256086,-7.7728715,948,26,961,502,0,,1.54764E+12,-7.7728715
1.54764E+12,0.10758209,-0.18039723,-0.18540633,-11.485809,952,40,966,464,0,,1.54764E+12,-11.485809
