Time;GyroX;GyroY;GyroZ;Accelerometer;HeelLeft;FrontLeft;HeelRight;FrontRight
1,54763E+12;-41277036;-9953613;11152654;8471231;832;653;0;0
1,54763E+12;-4872959;-17725565;11524409;8640694;830;654;0;0
1,54763E+12;-26591837;5427974;-25795966;8662299;824;655;0;0
1,54763E+12;-19404571;10629055;3965388;7571232;810;656;0;0
1,54763E+12;-51382493;-12243485;1344078;8086129;806;657;0;0
1,54763E+12;-20151572;-15756832;9608038;9091349;808;658;0;0
1,54763E+12;66235244;-16875589;45204028;8556581;810;659;0;0
1,54763E+12;-8492772;-16130333;8756317;77175274;808;660;0;0
1,54763E+12;8646361;47350783;23684118;8282818;797;661;0;0
1,54763E+12;25237462;-69115036;36459927;8344865;791;661;0;0
1,54763E+12;-34348078;-17566739;54558992;8465169;795;661;0;0
1,54763E+12;-21375047;-10700613;-2953097;9407422;805;660;0;0
1,54763E+12;-7586946;-14533357;-31660274;8152305;809;659;0;0
1,54763E+12;-42341687;2635447;29321532;8674451;810;658;0;0
1,54763E+12;-43406337;28204521;18675023;8336351;812;657;0;0
1,54763E+12;3164282;20734511;9843657;8605451;815;656;0;0
1,54763E+12;-10728539;6757915;-6632251;8288984;818;654;0;0
1,54763E+12;-29092893;9738937;43388885;8271775;821;653;0;0
1,54763E+12;-11632619;13891076;1144936;8102544;825;652;0;0
1,54763E+12;-13123131;1894904;-22078415;86490345;826;652;0;0
1,54763E+12;-41922808;22994713;-12960815;8057906;827;653;0;0
1,54763E+12;-31595695;1754056;-23143066;75209537;826;652;0;0
1,54763E+12;-40910518;12454669;-18017034;7824912;826;652;0;0
1,54763E+12;-40378192;-23422319;28483773;8448984;822;653;0;0
1,54763E+12;24670228;-9955358;22970279;9961335;821;654;0;0
1,54763E+12;15407766;2022662;-6944665;87529335;820;655;0;0
1,54763E+12;-14826572;-1990897;-38048178;7727803;825;656;0;0
1,54763E+12;24457298;-3933972;6839945;8867654;830;656;0;0
1,54763E+12;10456268;-22357667;13264503;8689611;830;656;0;0
1,54763E+12;10882128;-72396256;-2846632;8549005;828;654;0;0
1,54763E+12;83269656;-56426495;-7531096;8540328;827;652;0;0
1,54763E+12;-18849556;5586799;-657291;855543;825;651;0;0
1,54763E+12;44854963;87807514;13578662;859278;824;650;0;0
1,54763E+12;-4605924;91001466;32742377;8349501;822;647;0;0
1,54763E+12;-7586946;127583565;62011547;8242479;825;644;0;0
1,54763E+12;-7108726;7770206;36459927;8465486;826;644;0;0
1,54763E+12;-4766494;11693706;19966567;78961635;828;644;0;0
1,54763E+12;-16249016;-8091346;5030039;7862223;830;646;0;0
1,54763E+12;81140354;-65484755;1338842;8239999;832;648;0;0
1,54763E+12;17749998;-90582585;16741198;8614367;835;651;0;0
1,54763E+12;23818508;29251719;12430235;8042276;835;652;0;0
1,54763E+12;1886701;-8677777;14824827;8120184;830;652;0;0
1,54763E+12;-42865288;-4790929;7691666;8485979;828;649;0;0
1,54763E+12;-8438667;-96359625;125367;8824663;829;648;0;0
1,54763E+12;-10622074;-8784242;1211084;8695387;831;649;0;0
1,54763E+12;-11313224;-7187266;15250687;8456589;829;648;0;0
1,54763E+12;-77998765;1701696;23183209;8435155;824;647;0;0
1,54763E+12;-10833259;14903367;25844836;8438757;817;643;0;0
1,54763E+12;-11952015;7876671;33669147;8739593;814;636;0;0
1,54763E+12;-20575686;7183775;35904914;8450517;804;627;0;0
1,54763E+12;-27921778;61732296;46019095;8672986;795;613;0;0
1,54763E+12;-29040533;37245326;4985184;8226707;790;602;0;0
1,54763E+12;-29944614;-21931808;60391885;8501983;799;593;0;0
1,54763E+12;-305293;-19324285;6177593;8869952;802;584;0;0
