Time,GyroX,GyroY,GyroZ,Accelerometer,HeelLeft,FrontLeft,HeelRight,FrontRight,DataType
1.54764E+12,-1.0727667,0.5167396,0.43533748,1.6771,841,733,946,37,1
1.54764E+12,-0.84388417,0.2873161,0.53167963,4.364342,845,727,948,80,1
1.54764E+12,-0.8646361,0.23727751,0.5322207,3.7692971,875,723,951,123,1
1.54764E+12,-0.86409503,0.038187806,0.22506021,2.039333,893,722,953,77,1
1.54764E+12,-0.606467,0.014765485,0.13829988,3.816865,911,725,950,74,1
1.54764E+12,-1.048297,0.65249133,0.19685568,1.9995319,915,732,948,51,1
1.54764E+12,-1.1137644,0.5215393,0.023317598,1.0063788,916,738,942,28,1
1.54764E+12,-0.17954202,0.15423475,0.20004964,3.8966877,914,743,941,35,1
1.54764E+12,-0.33923966,-0.002251475,0.21334904,1.7176481,906,746,945,35,1
1.54764E+12,-0.736878,0.66526717,0.467277,0.98558754,904,743,945,57,1
1.54764E+12,-0.43612286,0.35758305,0.26073474,3.293368,910,741,941,54,1
1.54764E+12,-0.10660471,-0.09967575,0.16331045,2.0913258,898,744,944,57,1
1.54764E+12,0.39802232,-0.19228293,0.122853726,4.024653,879,739,948,90,1
1.54764E+12,-1.1435746,0.9202598,0.23038346,2.580442,815,743,932,144,1
1.54764E+12,-0.43399358,0.36131805,0.36985272,0.3489214,823,743,926,283,1
1.54764E+12,-0.7901105,-0.30141836,0.36665878,2.9554026,863,732,903,381,1
1.54764E+12,-1.5247196,0.22769566,0.2772281,-2.549078,892,734,897,419,1
1.54764E+12,-1.5247196,0.22769566,0.2772281,-2.549078,876,709,897,419,1
1.54764E+12,-1.5247196,0.22769566,0.2772281,-2.549078,897,692,897,419,1
1.54764E+12,-0.46219808,-1.3224186,0.67221355,4.111189,921,696,927,207,1
1.54764E+12,-1.2771796,-0.31367058,0.002024582,6.298982,923,707,936,33,1
1.54764E+12,-1.7930117,-0.028867746,-0.020856684,3.0897362,921,647,950,43,1
1.54764E+12,-0.035273105,-0.679893,0.5561666,1.9513893,922,579,952,72,1
1.54764E+12,-0.6282836,-1.6253204,0.30490902,5.353799,930,587,960,30,1
1.54764E+12,-0.6655464,-1.181361,0.2745752,7.316872,895,547,961,21,1
1.54764E+12,-2.5829825,1.7831506,-0.43394122,3.284701,858,390,959,34,1
1.54764E+12,-1.9170521,1.9077147,-0.57873374,3.5858054,672,242,946,82,1
1.54764E+12,-0.95939004,1.7709157,-0.7187266,0.9091359,563,194,926,104,1
1.54764E+12,-0.96630156,1.4584321,-0.4648161,-1.6025349,344,220,892,111,1
1.54764E+12,-1.5566591,0.48321185,-0.18907152,3.0857813,327,363,865,103,1
1.54764E+12,0.6615147,0.6168168,0.8313876,11.508027,397,391,882,213,1
1.54764E+12,0.96815157,-0.38074356,-0.13742723,4.0999556,624,270,881,295,1
1.54764E+12,0.7525511,-0.30620056,-0.61280257,1.157405,731,109,875,299,1
1.54764E+12,0.2995334,-0.4509931,-0.5388006,5.4913507,846,70,793,410,1
1.54764E+12,1.478643,-0.980142,2.2803774,13.117142,925,237,841,523,1
1.54764E+12,0.8675333,-2.2662401,1.5196756,23.691143,931,293,897,582,1
1.54764E+12,0.7057064,-0.80819213,0.003612832,9.442636,927,196,899,535,1
1.54764E+12,0.7850142,-0.9721484,-0.56115824,9.899497,922,181,894,533,1
1.54764E+12,1.1108148,-0.26947883,-0.30937707,10.127598,900,113,906,562,1
1.54764E+12,0.75201,-0.6085614,-0.425424,10.092748,841,0,916,615,1
1.54764E+12,0.74988073,0.07012733,-0.7581187,8.381832,825,0,919,655,1
1.54764E+12,0.43687338,-0.54042375,-0.03415609,13.306054,819,0,932,691,1
1.54764E+12,0.18880972,-0.18271852,0.18779743,17.347065,872,0,944,722,1
1.54764E+12,0.7195469,-0.47973865,-1.1392636,9.221162,850,0,948,716,1
1.54764E+12,0.575819,0.054681167,-1.2116599,12.784519,832,0,961,712,1
1.54764E+12,0.28677505,-0.12842132,-1.2856619,9.086915,811,0,964,704,1
1.54764E+12,0.6593854,0.09407324,-1.2286943,12.763106,807,0,967,709,1
1.54764E+12,0.34211943,-0.119904116,-0.9114284,12.619675,877,0,964,705,1
1.54764E+12,0.42996186,-0.24818581,-0.9843657,13.525601,875,0,964,697,1
1.54764E+12,0.5369505,-0.09061749,-1.0647382,13.437754,893,0,965,695,1
1.54764E+12,0.5518557,-0.30993557,-1.1472573,11.180319,890,0,966,702,1
1.54764E+12,0.7509454,-0.2998301,-0.894394,12.71143,897,0,966,704,1
1.54764E+12,0.5901831,-0.48295006,-0.6516536,13.619876,902,0,965,698,1
1.54764E+12,0.5209808,0.16540486,-1.6055807,10.581681,907,0,963,698,1
1.54764E+12,0.81749475,0.12601277,-1.1392636,8.686183,891,0,964,697,1
1.54764E+12,0.4134685,-0.32538173,-0.71340334,15.940068,896,0,968,700,1
1.54764E+12,0.2250253,0.49864057,-0.28808406,20.284252,907,0,967,699,1
1.54764E+12,0.14091788,0.41027454,-1.0093763,15.125283,927,0,966,701,1
1.54764E+12,0.5774247,1.0937804,-1.5571479,11.087663,933,9,967,701,1
1.54764E+12,0.37514105,0.8718094,-1.3346359,11.560441,927,73,964,716,1
1.54764E+12,0.45551348,0.424115,-1.0823135,15.9889765,938,109,961,732,1
1.54764E+12,0.956964,0.9697573,-0.12625712,19.256258,940,122,955,735,1
1.54764E+12,0.0993965,0.854775,-0.08525933,18.858553,946,179,960,733,1
1.54764E+12,0.0365821,0.7791848,-0.23911011,19.39985,944,252,960,730,1
1.54764E+12,1.2226031,0.37674677,-0.24602161,15.716431,946,271,962,726,1
1.54764E+12,1.5079122,0.71530575,-0.24975662,17.064768,945,209,962,727,1
1.54764E+12,1.140084,0.20266764,0.31023228,14.816192,942,237,964,727,1
1.54764E+12,0.9484468,-0.20081758,0.5599016,13.654352,939,235,962,719,1
1.54764E+12,1.366331,0.014765485,0.22293091,5.234041,924,227,958,692,1
1.54764E+12,1.7064782,0.04244641,0.22399555,4.0765114,890,197,951,619,1
1.54764E+12,0.8627511,-0.2833193,0.14362314,-4.201173,841,28,903,339,1
1.54764E+12,0.086079635,0.017418386,0.061645027,3.0684185,797,0,919,119,1
1.54764E+12,1.1422132,0.7009242,-0.40146065,0.5232959,784,0,896,19,1
1.54764E+12,1.3535377,0.95963436,-0.32267648,0.06373365,775,0,896,5,1
1.54764E+12,1.0900453,1.1496832,-0.14861478,0.09753019,802,0,881,9,1
1.54764E+12,1.5356104,0.3676885,0.48857,2.1127682,824,80,910,17,1
1.54764E+12,0.50235814,0.49544662,0.333131,6.4898667,809,66,872,5,1
1.54764E+12,0.5215218,1.1076208,0.012130038,0.76849085,618,81,854,17,1
1.54764E+12,0.48799405,0.57157785,0.30490902,0.68013525,751,326,921,92,1
1.54764E+12,0.5305801,-0.3088709,1.1097851,6.859991,779,498,917,252,1
1.54764E+12,-1.1579387,1.3072516,0.047263514,4.032688,766,517,854,347,1
1.54764E+12,-1.484263,1.2529544,0.15214035,3.5771194,854,567,903,345,1
1.54764E+12,-0.30089477,0.030735249,1.201345,6.3476515,887,603,949,428,1
1.54764E+12,-1.0099522,0.49544662,0.90165454,11.126296,929,602,955,417,1
1.54764E+12,-1.446459,0.5571964,0.4970872,9.93949,940,578,966,210,1
1.54764E+12,-1.5832754,0.9809274,0.26445228,6.2881503,937,555,968,141,1
1.54764E+12,-0.9088104,-0.017156586,0.29532716,6.118976,942,604,968,76,1
1.54764E+12,-0.83801985,-0.008115781,0.3586826,4.1156807,942,653,966,87,1
1.54764E+12,-0.99132955,0.15688765,0.51038665,5.23565,943,647,965,63,1
1.54764E+12,-0.9886592,-0.024085544,0.30171508,6.307735,938,679,967,59,1
1.54764E+12,-0.6032556,-0.090093896,0.3027797,4.450534,940,687,967,103,1
1.54764E+12,-0.8779355,0.18030997,0.26818728,6.4753003,940,679,967,155,1
1.54764E+12,-1.1776434,0.45392522,-0.1007055,6.5797834,942,679,967,44,1
1.54764E+12,-1.5028856,1.1592652,-0.060772363,1.3381672,940,672,964,2,1
1.54764E+12,-0.38926077,0.10791371,0.3794346,1.582711,930,704,955,14,1
1.54764E+12,-0.63627726,0.2787989,0.39327505,5.8901577,935,710,962,25,1
1.54764E+12,-0.6176371,0.38898152,0.16224581,2.5262563,932,714,958,17,1
1.54764E+12,-0.71984357,0.33468434,0.27296948,4.469266,924,717,960,46,1
1.54764E+12,-0.8470606,0.6125582,0.096778505,4.9230533,934,719,956,160,1
1.54764E+12,-1.7536196,1.0341599,0.03609341,5.84892,918,718,953,253,1
1.54764E+12,-0.8337612,0.9505936,0.23570672,3.053881,906,724,953,253,1
1.54764E+12,-0.114057265,-0.052831117,0.6605024,2.8080347,927,728,954,335,1
1.54764E+12,0.113236964,-0.31206486,-0.07515388,3.6336226,911,735,959,227,1
1.54764E+12,0.441673,-1.4107845,0.16011651,7.079827,927,689,966,180,1
1.54764E+12,-1.5736935,0.6823016,0.13562953,5.570742,923,674,967,238,1
1.54764E+12,-1.7472316,0.50982815,-0.20823523,0.93434197,895,667,963,282,1
1.54764E+12,-0.06721263,-2.272087,0.7978424,9.011306,929,678,963,347,1
1.54764E+12,-1.0174048,-1.1185466,0.19205603,6.726577,910,676,965,277,1
1.54764E+12,-1.8749897,-1.1041651,0.34484217,4.431131,889,570,965,250,1
1.54764E+12,-3.117961,-0.29715976,0.028640853,6.6195364,819,458,965,223,1
1.54764E+12,-2.8486042,1.9838285,-0.7293731,1.0096923,805,341,960,255,1
1.54764E+12,-1.0035644,0.23621286,-0.045867253,-0.49133807,768,129,950,211,1
1.54764E+12,-1.1590034,-0.19975293,0.5194449,1.0890075,702,14,918,154,1
1.54764E+12,-0.6043202,0.3719471,0.79145443,-1.8210586,682,0,820,107,1
1.54764E+12,-0.7629532,0.12655382,0.7201229,-2.2244813,550,0,715,86,1
1.54764E+12,-0.99824107,0.64929736,0.5503198,1.822926,552,12,710,127,1
1.54764E+12,-0.41109484,0.18936822,0.5146452,4.3739285,608,74,824,314,1
1.54764E+12,-0.0986111,-0.44781658,0.64720297,9.264056,737,151,871,504,1
1.54764E+12,0.4656364,-0.42439425,-0.111352004,7.08519,642,73,871,561,1
1.54764E+12,0.5556081,-1.1446218,0.01160644,8.9601755,799,117,867,634,1
1.54764E+12,0.9665459,-0.8853881,0.95595175,15.776401,861,216,895,690,1
1.54764E+12,0.1648638,-0.96895444,-0.4403291,10.247068,744,56,895,707,1
1.54764E+12,0.24151866,-1.5933809,-0.7634419,13.491585,811,0,941,732,1
1.54764E+12,0.45392522,-1.0940596,-0.88215923,16.33539,866,0,953,745,1
1.54764E+12,0.13079497,-0.6059085,-1.7019404,8.584918,878,0,951,743,1
1.54764E+12,0.06798057,-0.34135148,-1.2664982,9.975633,876,0,961,743,1
1.54764E+12,0.4784122,-1.534284,-1.0397276,13.617807,897,4,956,747,1
1.54764E+12,0.67909014,-0.71291465,-1.2366879,12.976219,916,26,953,746,1
1.54764E+12,0.2819754,-0.2790607,-1.7498497,11.207086,917,2,954,749,1
1.54764E+12,0.50609314,-0.7304726,-1.4182022,12.958291,927,16,955,752,1
1.54764E+12,0.3639535,-0.19442968,-1.3186661,12.281422,915,0,958,750,1
1.54764E+12,0.4895823,-0.2955715,-1.5459603,14.424691,918,0,962,748,1
1.54764E+12,0.1707281,-0.123098075,-1.36764,10.364605,930,0,966,749,1
1.54764E+12,0.26174703,-0.13959143,-1.3793511,13.737048,933,0,964,749,1
1.54764E+12,0.9937032,-0.18750072,-1.0338632,12.839788,935,0,958,753,1
1.54764E+12,-0.048048913,0.08555604,-1.2526577,11.351159,941,26,951,747,1
1.54764E+12,0.5625196,0.14039429,-1.2925733,14.064978,939,56,959,744,1
1.54764E+12,0.58700657,0.4049513,-1.6689361,12.333032,940,63,963,741,1
1.54764E+12,0.27186993,0.015830137,-0.9178163,13.355777,942,66,962,745,1
1.54764E+12,1.1752174,-0.4025602,-1.117447,15.804643,944,106,958,743,1
1.54764E+12,0.18722147,1.1475539,-1.6502961,13.4346695,946,138,947,749,1
1.54764E+12,0.21704915,1.3833654,-1.0221521,23.479391,947,234,954,750,1
1.54764E+12,0.37885863,1.9593415,-1.3154721,18.046083,950,214,965,743,1
1.54764E+12,0.1776396,1.9284667,-0.67774624,21.34741,951,95,964,747,1
1.54764E+12,0.04457571,1.6026835,-1.0189581,19.185362,949,191,967,751,1
1.54764E+12,0.9202423,1.3162924,-0.91036373,15.254072,946,221,966,753,1
1.54764E+12,1.2492194,0.6029763,-0.49195597,16.662207,950,202,967,748,1
1.54764E+12,1.4882423,0.4741536,0.38210493,20.829594,950,190,970,723,1
1.54764E+12,0.74883354,0.42997932,0.5194449,13.863692,947,256,967,696,1
1.54764E+12,-0.2993065,0.6455624,-0.9284628,2.9361436,910,315,963,647,1
1.54764E+12,0.7983485,0.7972838,-1.3777455,0.58866715,877,340,922,433,1
1.54764E+12,2.314935,0.2920983,-0.0400204,0.68472254,829,418,911,159,1
1.54764E+12,1.6234355,0.31977922,0.5045398,2.9992166,567,376,922,30,1
1.54764E+12,-0.20029399,0.29263934,-0.48717377,-0.8744869,487,210,899,0,1
1.54764E+12,1.2832882,1.2066333,-0.31309462,1.4129717,616,300,896,0,1
1.54764E+12,1.8714991,1.4227575,0.1537286,8.913843,707,393,884,0,1
1.54764E+12,0.15104079,0.6737844,-0.12997466,-2.1120977,533,381,893,0,1
1.54764E+12,0.72169363,1.1853404,0.5162509,3.9385288,798,387,873,36,1
1.54764E+12,-0.687363,0.85371035,0.35655332,3.0510652,744,397,903,77,1
1.54764E+12,-0.17578956,0.27773425,0.5721364,4.0334735,814,428,921,118,1
1.54764E+12,0.84997535,0.8073893,0.79358375,7.4942536,864,514,932,102,1
1.54764E+12,-0.1555612,-0.41481242,0.87449723,10.767358,904,580,944,85,1
1.54764E+12,-0.44675192,0.14091788,0.43586108,5.694886,909,584,949,60,1
1.54764E+12,-0.415336,-0.5409648,0.5039987,7.9193487,929,581,958,56,1
1.54764E+12,-0.5415059,0.015289084,0.417762,4.9326205,934,612,959,34,1
1.54764E+12,-0.87739444,-0.4776268,0.664761,9.036655,937,642,961,39,1
1.54764E+12,-0.99237674,0.41453314,0.16278686,2.0337977,937,687,960,3,1
1.54764E+12,-0.6208136,0.25111797,0.42947316,2.6104267,932,706,958,2,1
1.54764E+12,-0.56758106,0.21331415,0.64666194,0.7619307,922,723,950,33,1
1.54764E+12,-1.0743723,0.6897541,0.72598714,2.2768283,925,697,952,22,1
1.54764E+12,-0.31473523,0.2787989,0.45450118,0.10249099,933,669,957,1,1
1.54764E+12,-1.7530785,1.4142402,0.32354912,3.1900246,936,648,954,0,1
1.54764E+12,-0.6995978,0.5609314,0.30810297,-0.5119761,941,655,956,2,1
1.54764E+12,-0.35358626,0.50928706,0.5875825,1.4351898,915,679,948,11,1
1.54764E+12,-1.6151975,1.0751578,0.80370665,1.3937415,917,676,955,25,1
1.54764E+12,-1.6136092,0.96815157,0.57426566,2.6917148,924,675,954,7,1
1.54764E+12,-0.6096435,0.42624432,0.42308527,2.091182,940,672,963,9,1
1.54764E+12,-0.39777797,0.37994072,0.3836932,1.3765893,942,656,965,19,1
1.54764E+12,-1.5358897,0.7445749,0.4614127,3.4731057,937,630,965,53,1
1.54764E+12,-0.708115,0.78929025,0.03981096,1.6599287,936,652,964,37,1
1.54764E+12,0.0339292,-0.6495592,0.6605024,1.6597563,947,677,962,23,1
1.54764E+12,-0.3738146,0.15688765,0.056845374,4.4923844,933,680,966,21,1
1.54764E+12,-0.7155675,0.10206685,0.28468066,5.875658,943,680,965,47,1
1.54764E+12,-1.2281882,0.43902013,0.6195221,1.7727052,926,688,967,123,1
1.54764E+12,-1.4267718,0.3458719,0.39433968,4.6407003,915,684,967,203,1
1.54764E+12,-0.90614,-0.81883866,0.13617058,3.107233,939,674,969,154,1
1.54764E+12,-1.159527,-0.7629532,0.48963466,3.6031492,928,659,969,149,1
1.54764E+12,-1.9079765,-1.1935958,0.77016145,2.7393978,926,584,969,100,1
1.54764E+12,-2.4823644,-1.1872078,0.53754395,7.033494,907,542,968,101,1
1.54764E+12,-2.0719328,0.1031315,-0.17629571,2.8985834,907,500,966,107,1
1.54764E+12,-1.802035,-1.0376332,0.5913001,2.6424708,875,379,961,69,1
1.54764E+12,-1.1201348,2.232957,0.8574628,3.4823282,878,188,941,44,1
1.54764E+12,-0.7879638,-0.6932099,0.80848885,-0.21135056,753,117,923,40,1
