Time;GyroX;GyroY;GyroZ;Accelerometer;HeelLeft;FrontLeft;HeelRight;FrontRight;mistake
1.54764E+12;0.048991393;0.2896374;-0.71877897;-8.57084;903;476;963;342;1
1.54764E+12;-0.06223844;0.044767696;-1.0227455;-7.6861343;911;459;964;340;1
1.54764E+12;0.039950587;0.004310963;-1.1238873;-10.213588;916;455;965;304;1
1.54764E+12;-0.4641354;0.27844983;-0.88540554;-8.3864;915;457;964;176;1
1.54764E+12;-0.29059732;0.09480628;-1.1260166;-6.804369;921;439;963;86;1
1.54764E+12;-0.25333455;0.3050661;-1.3373586;-8.213539;923;437;961;47;1
1.54764E+12;0.010681415;0.2944196;-1.2457811;-7.067626;920;475;960;26;1
1.54764E+12;-0.122382484;0.06286676;-1.2660094;-5.466087;911;545;958;19;1
1.54764E+12;0.017592918;-0.012182398;-1.2197059;-5.503877;912;568;955;21;1
1.54764E+12;-0.17561503;0.2395988;-1.1542386;-4.3493543;907;576;947;21;1
1.54764E+12;-0.06756169;0.28483772;-1.3080719;-5.4955645;909;542;945;12;1
1.54764E+12;0.19805996;0.67823493;-1.1063293;-6.364152;894;532;942;0;1
1.54764E+12;0.014398966;0.8448441;-0.86304784;-5.048002;864;533;938;0;1
1.54764E+12;-0.401321;0.4259127;-0.6229778;-4.3761024;894;508;928;0;1
1.54764E+12;-0.5737944;0.4828628;-0.83536696;-5.025037;871;519;938;0;1
1.54764E+12;-0.32201326;1.0338284;-0.44305182;-2.9945621;837;520;930;0;1
1.54764E+12;-0.25865778;0.82728606;-0.68099254;-4.660323;835;502;931;9;1
1.54764E+12;0.3332706;1.4192319;-0.8236558;-2.42139;743;507;932;24;1
1.54764E+12;0.2496868;0.3237062;-1.1659497;-4.1302853;760;481;928;72;1
1.54764E+12;0.10649999;1.338842;-0.8555953;-8.490883;645;459;927;129;1
1.54764E+12;-0.012723451;1.052451;-0.634689;-6.913008;663;452;935;192;1
1.54764E+12;0.20390682;1.0109296;-0.45209265;-6.1317134;715;400;938;247;1
1.54764E+12;0.13470452;1.4516951;-0.29771826;-7.1262455;702;279;945;287;1
1.54764E+12;0.32740632;1.3718462;0.12545426;-8.75822;780;262;946;290;1
1.54764E+12;0.97844905;2.0287359;0.14994124;-5.6438613;429;253;946;365;1
1.54764E+12;1.2616462;1.4352016;0.14835298;-2.4358609;465;235;860;443;1
1.54764E+12;1.087567;-0.42366123;-0.34349826;-8.520285;348;268;924;454;1
1.54764E+12;0.08892453;0.5850693;-0.39673078;-12.341889;727;271;948;465;1
1.54764E+12;0.4338714;0.6755646;0.07967428;-11.509799;722;301;955;477;1
1.54764E+12;0.7042927;0.918846;0.4858473;-7.4457083;651;292;955;482;1
1.54764E+12;0.8858244;0.9289515;0.75201;-9.841806;591;241;958;489;1
1.54764E+12;0.6350904;1.4836346;1.0964159;-15.070283;785;227;958;489;1
1.54764E+12;0.8820894;1.7082759;1.4541385;-8.234531;839;201;962;506;1
1.54764E+12;0.65425414;1.0689619;1.0107201;-7.835408;900;136;965;464;1
1.54764E+12;0.53927183;-0.06593854;0.56941366;-9.749046;943;149;960;434;1
1.54764E+12;0.621791;-0.24747023;-0.10768682;-10.89039;953;136;960;423;1
1.54764E+12;0.9278694;-0.002059489;-0.076270886;-11.246773;948;165;960;354;1
1.54764E+12;0.5941101;0.31199506;0.124930665;-9.689047;947;176;960;378;1
1.54764E+12;0.57707566;-0.47582912;-0.36213836;-10.058606;946;174;961;430;1
1.54764E+12;0.40193188;0.11929326;-0.6160489;-14.289745;946;223;969;413;1
1.54764E+12;-0.031346112;0.8155749;-0.52129495;-16.324099;949;229;970;327;1
1.54764E+12;0.3119776;0.85070837;-0.05284857;-11.480092;944;221;967;362;1
1.54764E+12;0.26726228;0.76660097;-0.10875147;-11.173817;950;133;969;377;1
1.54764E+12;0.8522792;0.20285963;-0.1561197;-8.106202;939;117;970;360;1
1.54764E+12;1.15464;-0.12077679;-0.14227924;-9.263531;944;131;969;365;1
1.54764E+12;0.8906066;0.03783874;-0.22160445;-8.727018;942;120;967;374;1
1.54764E+12;0.2992018;-0.38161623;-0.29293606;-9.230624;944;164;968;375;1
1.54764E+12;0.36360446;-0.48541096;-0.18966493;-12.305202;940;221;967;365;1
1.54764E+12;0.66970026;-0.19795524;0.11534881;-9.23637;937;45;966;393;1
1.54764E+12;0.60742694;-0.04464552;-0.032096606;-10.712482;938;2;968;414;1
1.54764E+12;0.39875537;0.13898057;0.042952552;-12.052325;944;4;969;413;1
1.54764E+12;0.0564614;0.07403687;0.011536626;-12.489861;948;9;969;389;1
1.54764E+12;0.08307767;-0.020699605;0.08340929;-12.061749;950;9;969;330;1
1.54764E+12;0.27365017;0.13259266;0.34264305;-12.566064;950;26;969;359;1
1.54764E+12;0.79585266;0.64310145;0.5113989;-7.389368;947;44;966;398;1
1.54764E+12;0.8645314;0.32955307;0.022183135;-5.880255;944;74;966;411;1
1.54764E+12;0.19219565;0.020804325;-0.52448887;-10.724261;941;127;968;386;1
1.54764E+12;-0.048380528;0.07723082;-0.2796192;-12.688302;940;193;969;338;1
1.54764E+12;-0.116535634;0.17624335;0.098837994;-11.758116;940;196;969;348;1
1.54764E+12;0.16612044;0.47275734;0.21861994;-9.56338;935;138;969;355;1
1.54764E+12;0.43228313;0.33861133;-0.016126841;-9.595788;929;137;970;355;1
1.54764E+12;0.2965489;0.41846013;-0.27057838;-9.084013;931;87;970;358;1
1.54764E+12;0.30930725;0.17039649;-0.20509364;-11.332934;933;13;971;341;1
1.54764E+12;0.19912462;0.315189;0.02804744;-9.082108;930;0;971;337;1
1.54764E+12;0.2507689;0.15920894;0.14728834;-8.305083;928;0;971;336;1
1.54764E+12;0.52970743;0.12355186;0.20477948;-10.102651;926;0;971;316;1
1.54764E+12;0.41898373;0.13578662;0.4230329;-9.012014;933;9;969;345;1
1.54764E+12;0.31038934;0.1794373;0.2649235;-9.367257;937;49;968;370;1
1.54764E+12;0.51799625;0.4131369;0.21755528;-7.912655;939;61;968;356;1
1.54764E+12;0.20284216;0.16240288;0.013665928;-9.286649;941;69;969;366;1
1.54764E+12;0.15601498;-0.40769145;-0.30730012;-10.768314;944;86;970;316;1
1.54764E+12;-0.11971214;-0.3784223;-0.34936255;-11.44911;945;62;970;272;1
1.54764E+12;-0.25120524;0.3716155;-0.06455973;-10.727365;946;9;970;272;1
1.54764E+12;-0.24321163;0.562188;0.045081854;-10.402873;944;0;971;310;1
1.54764E+12;0.13791592;0.70005155;0.07489208;-7.1480327;929;0;970;320;1
1.54764E+12;0.6127502;0.64788365;0.12119567;-5.82674;921;0;970;329;1
1.54764E+12;0.8746543;-0.4561418;-0.16943656;-8.114639;917;0;968;320;1
1.54764E+12;1.0843905;-0.42526692;-0.10075786;-5.233476;901;0;970;278;1
1.54764E+12;0.046879545;-0.9192649;-0.3552094;-12.814409;924;0;969;244;1
1.54764E+12;-0.38587484;-0.8899783;-0.13004448;-8.779183;929;36;970;234;1
1.54764E+12;-0.4343252;-0.7372096;0.16858135;-10.212448;923;105;970;278;1
1.54764E+12;-0.16549212;-0.5375789;0.23565435;-7.73897;916;34;968;320;1
1.54764E+12;-0.16549212;-0.5375789;0.23565435;-7.73897;911;0;968;320;1
1.54764E+12;0.25715682;-0.041992623;0.20743237;-8.415839;902;13;962;417;1
1.54764E+12;0.25715682;-0.041992623;0.20743237;-8.415839;889;28;962;417;1
1.54764E+12;0.44132397;-0.20434316;0.1637817;-6.244614;885;0;954;496;1
1.54764E+12;0.24171065;-0.5322556;0.27717572;-7.590117;892;0;956;514;1
1.54764E+12;-0.05318018;-0.5178915;0.5864481;-10.593662;916;0;958;519;1
1.54764E+12;-0.004729842;-0.38800415;0.76637405;-8.691144;924;0;961;523;1
1.54764E+12;0.22574088;-0.53119093;0.5177868;-8.660316;929;0;965;489;1
1.54764E+12;-0.057962384;-0.45507714;0.42462116;-8.495977;942;0;965;489;1
1.54764E+12;-0.2772979;-0.83196354;0.29260445;-10.393938;942;0;967;442;1
1.54764E+12;0.005899213;-0.82396996;0.35328954;-10.485253;945;0;969;380;1
1.54764E+12;0.16772614;-0.9261764;0.4885002;-8.778781;943;0;969;359;1
