Time;GyroX;GyroY;GyroZ;Accelerometer;HeelLeft;FrontLeft;mistake
1547634704778;-0.71115184;0.7038215;-0.23392648;-11.433165;818;159;1
1547634704828;-0.4886573;-0.22560126;-0.26106635;-13.378292;846;39;1
1547634704877;-0.1335875;-0.058451075;-0.41224676;-11.734787;882;15;1
1547634704928;-0.2741214;-0.11967722;-0.374984;-11.757475;897;0;1
1547634704978;-0.5573185;-0.14149384;-0.6235887;-12.927817;911;0;1
1547634705028;-0.5035449;0.06928957;-0.6326295;-14.76668;914;14;1
1547634705078;0.064420104;0.21886429;-0.6278473;-12.291162;915;108;1
1547634705128;-0.086219266;0.13583897;-0.350497;-8.532484;906;201;1
1547634705178;-0.4247608;0.19011872;-0.38830084;-10.201348;907;214;1
1547634705230;-0.18043214;0.23272221;-0.735377;-12.073509;892;279;1
1547634705278;0.20495401;-0.12819444;-0.6150715;-7.561138;890;321;1
1547634705328;0.039933134;0.05864306;-0.6368881;-7.815287;891;330;1
1547634705378;-0.015411257;0.05544911;-0.9073094;-8.13226;879;330;1
1547634705428;0.47643998;-0.30757937;-0.8796285;-7.578558;830;359;1
1547634705477;-0.024993114;-0.58492965;-0.5357463;-2.2352746;841;364;1
1547634705527;0.104353234;-0.3975511;-0.61133647;-6.2517204;792;449;1
1547634705578;-0.37739253;0.051190507;-0.36913714;-4.4025345;592;511;1
1547634705628;-0.40187952;-0.017994344;-0.40905282;-6.489158;585;546;1
1547634705677;-0.6148097;0.1661728;-0.114144534;-7.3549204;553;554;1
1547634705728;-0.62065655;0.26038566;-0.10562733;-8.413215;576;549;1
1547634705778;0.5664117;1.1866319;0.39526471;-3.534675;474;544;1
1547634705828;0.24488714;0.20556487;0.16903514;-3.7371573;647;533;1
1547634705878;0.5727996;-0.08667305;-0.29194123;-9.656218;776;494;1
1547634705928;1.3372015;1.2739333;0.117931895;-8.552922;775;504;1
1547634706003;0.03460988;-0.13564698;-0.13330825;-11.71097;884;521;1
1547634706053;0.44662976;1.7317331;0.20682152;-11.035824;899;583;1
1547634706103;0.47431067;1.4570707;0.11632619;-6.4570756;898;584;1
1547634706153;1.3409364;1.9803379;-0.18547614;-7.240066;884;539;1
1547634706203;1.4660417;2.6063526;-0.24776694;-5.5947037;881;423;1
1547634706253;1.7151699;0.5606172;-0.6017546;-7.743691;897;287;1
1547634706302;1.7737257;1.1956902;-0.7380299;-7.936319;916;248;1
1547634706353;1.5150156;0.6564358;-1.0340029;-8.84013;929;247;1
1547634706402;1.485729;-0.08667305;-0.823202;-11.870988;942;301;1
1547634706453;0.6430491;0.51057863;-1.0941644;-10.56905;938;297;1
1547634706503;1.5256621;2.310903;-0.49848348;-11.133152;932;225;1
1547634706554;1.5698364;0.22631684;0.37503636;-7.153128;902;278;1
1547634706603;1.5511962;0.15924384;-0.025254915;-10.306885;899;429;1
1547634706653;0.34655258;0.4328591;-0.11095058;-13.451219;910;570;1
1547634706727;1.217978;-0.0062831854;-0.06091199;-7.107456;873;560;1
1547634706753;1.0412285;0.94708544;0.4735253;-11.918202;920;536;1
1547634706803;0.71066314;0.8097455;0.20629792;-9.602732;918;514;1
1547634706853;0.7308915;0.42753586;0.050317843;-12.731963;924;524;1
1547634706904;0.73036796;0.42275366;-0.11468559;-7.919665;922;514;1
1547634706952;0.39924407;0.6447246;-7.6794485E-4;-9.295373;928;436;1
1547634707003;0.35348153;1.0716496;0.0024085543;-17.045078;942;451;1
1547634707053;0.1772731;1.8429979;-0.13171999;-17.194658;950;487;1
1547634707103;0.6664889;0.9167516;-0.21902137;-8.435894;944;387;1
1547634707153;0.59781015;0.093235485;-0.34943238;-8.5697;940;167;1
1547634707203;0.4413065;0.40198424;-0.2701246;-9.872691;922;297;1
1547634707252;0.26457447;0.95933765;-0.3664668;-12.764015;936;385;1
1547634707303;-0.27625072;-0.23572417;-0.063582346;-11.175732;935;461;1
1547634707353;0.37955675;-0.07122689;-0.1258557;-7.2577257;855;403;1
1547634707402;0.38168606;-0.42203808;0.027960174;-8.271872;759;367;1
1547634707453;0.03728023;-0.68926543;0.08599237;-15.477374;833;413;1
1547634707503;0.22785273;0.6340781;0.48788935;-10.311272;858;407;1
1547634707553;0.10967649;0.2358987;0.63481116;-14.284651;913;312;1
1547634707603;0.4806986;0.72137946;1.046831;-8.312324;911;250;1
1547634707653;0.56799996;0.2981895;1.2315567;-9.384571;904;260;1
1547634707703;0.73940873;0.60906756;1.1240269;-7.429179;893;315;1
1547634707754;0.25658086;-0.03609341;0.40910518;-14.271061;919;321;1
1547634707804;0.030892327;-0.48963466;0.3085044;-6.7182064;925;198;1
1547634707853;0.317807;-0.6493323;-0.024190264;-7.051853;920;55;1
1547634707904;0.4993387;-0.6663667;-0.06784095;-6.0692534;935;29;1
1547634707979;-0.097930424;0.18001325;0.3926118;-8.548248;940;91;1
1547634708028;-0.27305678;-0.51572734;0.5187642;-10.4972725;915;278;1
1547634708078;-0.28955013;-0.46994734;0.60447735;-7.425904;780;365;1
1547634708127;-0.58074087;-0.8713207;0.4410447;-9.994375;720;364;1
1547634708177;-0.111753434;-0.59822905;0.42774528;-10.073575;819;311;1
1547634708227;0.02289872;-0.39861575;0.3819653;-9.208185;870;185;1
1547634708278;0.35081118;-0.6115459;0.1791406;-9.469097;896;93;1
1547634708327;0.3114191;-0.68607146;0.14667746;-9.097976;918;82;1
1547634708377;0.25127506;-0.9314648;-0.07901105;-9.994059;920;184;1
1547634708427;0.29119074;-1.0549643;0.59596014;-8.800722;928;214;1
1547634708477;-0.30606094;-0.696718;0.41975167;-6.4209523;907;241;1
1547634708528;-0.66964793;-2.0099561;0.4623377;-8.087901;923;202;1
1547634708577;-0.9166469;-1.6405222;0.36599556;-8.52831;924;188;1
1547634708628;-0.7872831;-0.99427915;0.40165263;-6.148377;909;227;1
1547634708677;-1.0076659;-1.4079047;-0.03164282;-7.4554963;810;236;1
1547634708728;-0.61852723;-1.0975503;0.029565878;-7.125288;651;201;1
1547634708778;-0.38803905;-1.2625712;0.07161086;-7.250792;630;127;1
1547634708828;0.3950029;-0.830864;-0.100304075;-6.8101344;614;128;1
1547634708878;0.6302733;-1.2178558;0.18819885;-7.772556;681;97;1
1547634708928;0.30503118;-0.5013458;0.58690184;-6.7128053;733;120;1
1547634708978;-0.24483478;-0.9719215;0.34576717;-5.280211;815;208;1
1547634709027;-0.3156428;-1.4121634;-0.08381071;-8.352287;829;298;1
1547634709078;0.2656391;-0.7504741;0.6396108;-9.2856045;860;314;1
1547634709128;0.6079331;-0.81435317;1.0739883;-7.591621;873;332;1
1547634709178;0.19324285;-0.85587454;1.2991533;-7.682304;888;357;1
1547634709227;-0.23898794;-0.5024105;1.4689738;-6.489445;907;402;1
1547634709278;-0.4284958;-0.6551966;0.6396108;-9.041387;916;455;1
1547634709328;0.109135434;-0.94424057;0.52302283;-8.847657;921;463;1
1547634709377;-0.094719015;-0.11381292;1.4013598;-7.4387946;923;468;1
1547634709427;-0.28103292;0.25240952;1.2363389;-7.4793043;925;483;1
1547634709478;-0.56848866;-0.40126866;0.5640206;-11.491267;928;490;1
1547634709528;-0.28635618;-0.27298695;0.44210935;-12.43714;910;527;1
1547634709578;-0.05532694;-0.1484228;0.8110196;-8.974886;855;543;1
1547634709628;-0.08833111;0.051714107;0.8999092;-8.294405;816;531;1
1547634709678;0.076672316;-0.033440508;0.97869337;-7.7815194;836;515;1
1547634709728;-0.14475761;0.5430592;1.1911;-5.8613887;816;489;1
1547634709778;-0.5402841;0.44350561;1.2043993;-8.575082;864;437;1
1547634709827;-1.0784564;0.07407177;0.6662271;-13.886494;916;440;1
1547634709903;0.27628562;-0.04621632;0.6773972;-12.19682;904;448;1
1547634709953;0.3992615;-0.34218925;1.1453199;-8.410744;865;492;1
1547634710003;-0.026057765;0.16137314;1.5062366;-8.209009;844;498;1
1547634710053;-0.5759412;-0.21069615;1.382737;-9.8963175;868;485;1
1547634710104;-0.5509306;-0.19739674;0.873834;-11.5407505;857;513;1
1547634710153;0.12191125;-0.54606116;0.5538977;-11.0789385;862;523;1
1547634710203;-0.0776846;-0.6126106;0.42826888;-10.189235;907;527;1
1547634710254;-0.28529152;-0.0813498;0.65345126;-11.3029785;916;541;1
1547634710303;0.23636994;0.3067067;1.184171;-9.248782;897;566;1
1547634710353;-0.21450096;0.36898005;0.74766415;-11.233585;896;573;1
1547634710402;-0.26293385;0.27209684;0.73062974;-9.639697;900;567;1
1547634710453;-0.23472933;0.40146065;0.760981;-8.6193075;894;563;1
1547634710503;-0.17563248;0.26837927;0.83815944;-8.449875;899;556;1
1547634710553;-0.16072737;0.21301743;0.9169436;-8.67741;907;547;1
1547634710602;-0.33000687;0.27689648;0.7503345;-8.307679;902;546;1
1547634710653;-0.078749254;0.29764846;0.5443158;-11.108645;904;552;1
1547634710702;-0.10058332;0.4951499;0.61938244;-9.72452;892;557;1
1547634710753;-0.5014156;0.22418754;0.41655773;-9.098455;906;554;1
1547634710827;-0.4806637;0.4286005;0.644393;-9.8652115;912;553;1
1547634710853;-0.7186044;0.31628856;0.5640206;-12.143305;908;562;1
1547634710903;-0.70211107;0.041067597;0.28134707;-12.971315;929;554;1
1547634710978;0.11232939;0.5622229;0.12325515;-16.014614;922;561;1
1547634711003;0.28321457;0.21567033;0.21320942;-11.761362;895;575;1
1547634711053;-0.3678107;0.6197141;0.870099;-8.989893;890;569;1
1547634711103;-0.6579193;0.7953814;0.94036597;-8.118566;895;564;1
1547634711154;-0.15221016;1.010441;-0.5357463;-13.533675;914;524;1
1547634711203;0.25392795;0.57978094;-0.38030726;-11.842909;895;538;1
1547634711253;0.27202702;0.5824513;0.33831462;-8.215042;803;562;1
1547634711303;-0.18575539;0.7506661;0.8647757;-6.0381384;576;572;1
1547634711353;-0.76331973;0.9806307;-0.11946779;-13.764467;398;587;1
1547634711403;0.08358382;1.1924962;-0.6842738;-13.819131;222;600;1
1547634711453;0.47431067;0.7325671;-0.7587993;-9.069581;299;603;1
1547634711503;0.21188296;0.81293947;-0.5240351;-11.698147;648;585;1
1547634711553;-0.38217473;0.60693824;0.08492772;-6.0995736;702;586;1
1547634711603;-0.3268129;0.5366713;-0.20570451;-8.102888;802;572;1
1547634711653;-0.5557128;0.15072663;-0.78648025;-8.75277;894;535;1
1547634711702;0.27682668;0.8214567;-1.1649549;-12.972867;894;534;1
1547634711753;0.43013638;0.6463303;-1.0164448;-10.177512;837;555;1
1547634711827;0.33751178;0.47279224;-0.67840946;-8.26579;841;549;1
1547634711877;-0.1990548;0.6335545;-0.6166597;-8.58282;895;514;1
1547634711927;0.39606756;0.8140041;-0.8338485;-8.960529;900;507;1
1547634711978;0.8160636;0.26996753;-0.35955527;-3.3901415;896;517;1
1547634712027;-0.036163222;0.58510417;-0.20305161;-4.7250915;899;513;1
1547634712076;-0.36088172;0.7325671;-0.2765125;-8.513465;893;545;1
1547634712127;0.2677684;0.61545545;-0.40852922;-4.5101204;893;554;1
1547634712177;0.6877819;1.4783462;-0.9030508;-5.7463236;884;551;1
1547634712227;1.3010207;-0.33154273;-0.9546951;-7.812835;896;536;1
1547634712278;0.4370479;0.7506661;-1.0441258;-6.170576;905;502;1
1547634712328;0.10115928;0.76396555;-1.2054117;-7.8192616;920;453;1
1547634712377;-0.062255893;0.8608487;-0.957348;-9.640982;919;465;1
1547634712427;-0.19533725;0.39187878;-0.5501278;-7.9125113;918;466;1
1547634712477;0.3199363;1.2414701;0.027960174;-7.032048;889;450;1
1547634712527;0.028763026;0.6479186;0.24514894;-6.187182;877;405;1
1547634712577;0.23689353;0.34555775;-0.3201632;-11.877405;883;335;1
1547634712627;0.7878591;0.97104883;0.04818854;-7.0884366;882;384;1
1547634712677;0.59781015;0.8177391;0.4410447;-8.414326;897;397;1
1547634712727;0.78040653;0.94069755;0.36706018;-10.712462;905;405;1
1547634712777;1.2749281;0.84274966;-0.015673056;-8.469249;912;365;1
1547634712828;0.9629854;0.58829814;0.2547308;-9.764905;925;250;1
1547634712877;0.09477138;0.16936675;0.45649087;-13.026928;934;164;1
1547634712928;0.501468;0.23005185;0.1807463;-10.156471;939;35;1
1547634712977;1.0077182;0.6484596;0.22546163;-10.767702;943;52;1
1547634713027;1.172198;0.8858768;0.5304754;-9.6164255;933;10;1
1547634713077;1.3446715;-0.54766685;0.42507493;-7.842696;937;62;1
1547634713128;1.0470928;0.26412067;0.2462136;-14.3451185;946;125;1
1547634713177;0.5515066;1.1003952;0.3260624;-9.12345;949;186;1
1547634713228;0.47324604;-0.7499505;0.30318114;-13.342388;947;135;1
1547634713277;0.46207592;-1.4861479;0.44423866;-7.453428;950;130;1
1547634713327;1.2712106;0.5808456;-0.016737707;-14.342915;954;134;1
1547634713377;0.8842012;1.7482439;0.09929178;-11.671809;951;148;1
1547634713427;1.0582803;0.27370253;0.20842722;-8.338756;948;151;1
1547634713476;1.2956976;0.5973564;0.31435126;-13.181411;945;120;1
1547634713527;0.9688497;0.06396632;0.092903875;-8.416347;949;212;1
1547634713577;0.8251219;0.44724062;-0.16472417;-11.378089;951;204;1
1547634713627;0.5413837;0.8166745;0.07480481;-11.776188;951;211;1
1547634713678;0.6403962;-0.2889567;0.17755234;-7.1355734;947;227;1
1547634713753;0.5669353;-0.2788338;0.0572468;-12.258782;944;195;1
1547634713803;0.46900487;-0.0030892328;0.035953782;-13.230206;950;218;1
1547634713853;0.5328665;0.27157325;0.09822713;-14.840746;954;254;1
1547634713903;0.27522096;0.05651376;0.40591124;-10.835218;952;232;1
1547634713953;0.5877047;0.1597849;0.6071302;-11.518724;949;238;1
1547634714003;0.80861104;0.33384657;0.57199675;-14.7282095;950;253;1
1547634714053;0.56108844;0.41901866;0.41603413;-13.417308;952;292;1
1547634714103;0.7777362;0.23750441;0.40432298;-10.428865;952;309;1
1547634714153;0.39287362;-0.17610373;0.28934067;-10.797869;948;326;1
1547634714203;0.6547777;0.238028;0.16636479;-8.648402;946;330;1
1547634714253;0.46472883;-0.16172221;0.017313667;-9.989376;943;330;1
1547634714303;0.57547;-0.16491616;-0.27171287;-10.016928;949;332;1
1547634714354;0.3279299;0.0064751715;-0.22434463;-7.3152056;948;328;1
1547634714403;0.6686182;-0.06112143;-0.3308097;-8.037814;946;330;1
1547634714453;0.44237116;-0.43055528;-0.27810076;-6.3809977;941;328;1
1547634714503;0.56108844;-0.17875662;-0.10510372;-9.639037;944;341;1
1547634714553;0.22307053;-0.61313415;-0.28023008;-13.250814;948;330;1
1547634714603;-0.08726646;-0.6546556;-0.0076794485;-10.297337;950;310;1
1547634714653;0.29279643;-0.29480356;0.06469935;-10.28348;949;316;1
1547634714702;0.38116246;-0.4081976;0.2611187;-7.624345;946;339;1
1547634714754;0.25979227;-0.580671;0.178617;-10.287435;947;345;1
1547634714803;0.21240658;-0.44598398;-0.08700466;-11.459003;952;340;1
1547634714854;0.48389253;-0.4188441;-0.09498082;-9.189559;952;354;1
1547634714903;0.47111672;-0.42416736;0.19884536;-7.9139857;947;364;1
1547634714953;0.27576202;-0.802642;0.39526471;-6.2945857;938;374;1
1547634715003;-0.004223697;-0.69778264;0.4346568;-11.717003;949;374;1
1547634715053;0.41149628;-0.36081192;0.34257323;-8.11958;951;386;1
1547634715103;0.5499009;-0.15800466;0.33512068;-6.6631017;943;400;1
1547634715153;0.1772731;-0.5822593;0.41016984;-8.6473875;945;394;1
1547634715203;0.0010821042;-0.7339808;0.6571688;-11.335913;951;349;1
1547634715254;0.06974336;-0.49549899;0.9579414;-8.751439;950;354;1
1547634715303;0.1857903;-0.43694317;0.9520771;-7.0971704;947;352;1
1547634715353;0.066566855;-0.27511624;0.824319;-9.308637;944;342;1
1547634715403;-0.2027898;-0.20804325;0.8610582;-9.707138;946;318;1
1547634715453;-0.4572239;-0.650938;0.6465223;-8.0756235;945;330;1
1547634715503;-0.49076912;-0.5620309;0.9153554;-8.967032;948;285;1
1547634715553;-0.9006597;-0.39381608;1.0835702;-6.2229996;946;275;1
1547634715603;-0.78941244;-0.42256168;0.80621994;-7.0268764;942;220;1
1547634715678;0.18898425;-0.44704863;0.48363075;-7.866734;944;126;1
1547634715728;-0.5503896;-0.20217894;0.59222513;-4.2486353;925;97;1
1547634715778;-0.20650735;-0.8202175;0.05618215;-10.829108;931;73;1
1547634715828;-0.6254562;-0.8117003;0.3867475;-4.659969;911;0;1
1547634715877;-0.9634741;-1.2492718;0.31648055;-6.785953;904;24;1
1547634715927;-0.9320756;-0.4667534;0.78492695;-9.7168865;875;86;1
1547634715978;-0.9549569;-0.13617058;1.6802983;-4.7929716;799;152;1
1547634716028;-1.3430134;-0.6094166;0.30531046;-2.83869;644;247;1
1547634716077;-0.9704031;-0.8319286;-0.18973474;-9.125184;782;279;1
1547634716128;-0.7915243;-0.80370665;0.16317083;-10.216969;830;298;1
1547634716178;-0.87510806;-0.73663366;0.9222669;-7.70683;883;300;1
1547634716227;-0.8985304;-0.12233013;0.89938563;-8.689793;894;292;1
1547634716277;-1.0741978;-0.31929052;0.079063416;-14.549132;914;220;1
1547634716327;-0.19586085;-0.56096625;0.38302997;-11.575773;930;185;1
1547634716378;-0.299132;-0.045151666;0.3926118;-8.6029215;931;178;1
1547634716427;-0.77557194;-0.091996305;0.4176224;-11.693779;933;231;1
1547634716477;-0.22727677;-0.09997246;0.95687675;-12.652723;933;286;1
1547634716527;-0.39442694;-0.19633208;1.184712;-10.754055;932;297;1
1547634716578;-0.44924775;0.37323865;1.6462295;-7.409154;919;289;1
1547634716627;-0.61055106;0.46799257;1.5200771;-5.5895324;898;289;1
1547634716678;-0.91610587;0.32267648;0.19032815;-16.148623;925;183;1
1547634716727;0.055920348;0.3567453;0.41177553;-10.941779;905;258;1
1547634716778;0.08093092;0.45043457;1.1272209;-9.101395;875;335;1
1547634716827;-0.35609952;0.8635191;1.8980281;-6.662843;897;363;1
1547634716877;-0.4694761;0.74534285;0.8158018;-16.825588;911;340;1
1547634716928;-0.29274407;0.41636574;0.16955873;-14.25344;925;361;1
1547634716978;-0.3891037;0.2918016;0.36173695;-12.180721;924;399;1
1547634717028;-0.7617315;0.75864226;1.2586966;-10.057706;907;435;1
1547634717077;0.28002062;1.5709709;0.5917015;-18.30869;886;431;1
1547634717128;0.3800978;0.7027568;0.15039502;-15.333464;891;396;1
1547634717177;-0.613204;0.22792254;0.35960764;-7.679699;888;405;1
1547634717228;-1.8955846;0.39879027;0.67580897;-11.260706;913;409;1
1547634717278;-0.16870353;0.8326442;-0.16685347;-18.072987;925;357;1
1547634717328;0.16345008;-0.24743533;-0.2770361;-10.010464;923;384;1
1547634717378;-0.65898395;0.7272438;0.36438984;-8.1574955;924;434;1
1547634717428;-0.881496;0.17627825;0.7588517;-16.53748;907;479;1
1547634717478;0.65849525;0.6793345;-0.18654078;-19.973274;898;513;1
1547634717527;1.3569237;0.5265484;-0.55491;-9.908998;894;500;1
1547634717603;-1.0177712;1.1429812;0.88128656;-8.715651;892;467;1
1547634717653;0.07880162;1.5480896;0.59915406;-5.4162974;884;446;1
1547634717703;0.1831374;2.201244;-0.5900435;-10.4347925;883;414;1
1547634717753;0.00853466;0.27370253;-0.20731021;-8.201645;857;423;1
1547634717803;-0.073967054;0.39879027;-0.16098917;-8.381477;843;419;1
1547634717853;0.039933134;0.36845645;0.04447099;-12.871363;881;360;1
1547634717905;0.36838666;0.6431364;-0.21156882;-11.721131;893;294;1
1547634717953;-0.09845402;0.67453486;-0.52883476;-8.750635;915;189;1
1547634718003;-0.25015804;0.88694143;-0.5357463;-10.383816;917;79;1
1547634718053;-0.25706956;0.7591833;-0.3702018;-8.873265;915;41;1
1547634718103;-0.11761774;0.7293731;-0.6363645;-10.119304;913;13;1
1547634718154;-0.13995795;0.21354103;-0.4543092;-12.463754;897;0;1
1547634718203;0.19165461;-0.15374605;-0.5064771;-9.469068;885;0;1
1547634718253;0.07721337;-0.18462093;-0.85727084;-9.943857;883;0;1
1547634718303;0.2422168;-0.24795893;-0.887081;-11.824876;872;0;1
1547634718353;0.20601867;-0.49762827;-0.51392967;-7.0337815;847;4;1
1547634718403;-0.101630524;-0.2053729;-0.5298994;-6.645385;844;29;1
1547634718452;-0.31775466;-0.6147399;-0.6725626;-7.8790784;847;83;1
1547634718503;-0.48012263;-0.31183797;-0.83704245;-11.165025;827;171;1
1547634718553;0.49401546;-0.26021114;-0.7582583;-11.557195;820;237;1
1547634718603;0.9518153;-0.45450118;0.11739085;-6.089001;807;269;1
1547634718653;-0.56370646;-0.095713854;-0.06517059;-7.9008846;856;227;1
1547634718702;-0.11068878;-0.13777629;-0.46654397;-7.328718;825;260;1
1547634718753;-0.051068332;-0.7547327;-0.61294216;-4.5081286;776;317;1
1547634718803;0.06602581;-1.0219601;-0.823202;-5.4052744;765;341;1
1547634718853;-0.47427577;-0.8180882;-0.5916492;-8.679;594;376;1
1547634718903;-0.026057765;-0.65626127;-0.58951986;-5.0588236;609;410;1
1547634718953;-0.018587757;-0.9820444;-0.4308869;-7.2432647;610;422;1
1547634719003;-0.43114868;-0.61686915;-0.6358234;-7.1675124;723;420;1
1547634719053;-0.1378461;-0.055798177;-0.38456586;-6.722363;715;414;1
1547634719103;-0.8639205;-0.32461378;-0.49103093;-7.4495106;814;348;1
1547634719153;-0.42743114;-0.31237903;-0.8141612;-6.420435;791;381;1
1547634719203;0.026092673;0.4131718;-0.44685665;-1.8877323;665;428;1
1547634719253;-0.64034384;0.15604989;-0.4266283;-5.2812066;602;478;1
1547634719303;-0.72499233;0.64578927;-0.35316738;-3.5712774;305;510;1
1547634719354;-0.4604353;0.19011872;-0.22540927;-7.2256627;292;518;1
1547634719403;0.31834805;0.8166745;0.27708846;-5.2501206;62;507;1
1547634719453;0.1788788;1.1147767;0.6247057;-3.9688203;61;506;1
1547634719503;-0.059044488;0.5877745;0.089186326;-6.96886;356;482;1
1547634719578;0.4945565;1.0583502;0.9238726;-5.0854855;501;428;1
1547634719627;0.85014987;0.866172;1.0585421;-6.499185;709;368;1
1547634719678;0.8895245;1.1807851;0.8174075;-8.240995;702;340;1
1547634719728;0.97097903;0.54784137;0.6119299;-4.7368035;766;295;1
1547634719778;0.7969173;0.7698298;0.22811453;-8.351856;868;167;1
1547634719827;0.7218507;1.0157641;0.17062339;-7.953902;905;35;1
1547634719878;1.0982136;0.85180795;0.09822713;-9.024081;912;22;1
1547634719928;1.340954;1.1621449;0.29040533;-6.334033;896;71;1
1547634719978;0.7410144;0.8140041;0.552833;-7.46107;883;210;1
1547634720027;0.36786306;0.6255609;0.36758378;-9.890036;847;310;1
1547634720078;0.4194899;0.6713409;0.36599556;-7.856506;842;357;1
1547634720128;0.7101396;0.8789478;0.3713188;-9.858939;884;273;1
1547634720178;0.9076236;0.6819874;0.8477413;-8.50476;887;236;1
1547634720227;1.1397349;0.3806912;0.7487288;-8.735351;891;240;1
1547634720278;1.2696223;0.2529331;1.0266026;-8.62378;908;206;1
1547634720327;1.1748683;0.77728236;1.068124;-8.734229;913;108;1
1547634720377;0.76869535;-0.44172537;0.73701763;-13.042385;924;91;1
1547634720427;0.89699453;0.84807295;0.47085494;-10.441784;930;80;1
1547634720477;0.2645919;-0.07176794;0.35374334;-14.582728;943;96;1
1547634720528;0.34018213;1.0849664;0.42826888;-10.50387;942;42;1
1547634720577;0.6734178;-0.6972416;1.0314023;-4.465866;921;62;1
1547634720627;0.69788736;-1.1843281;0.54166293;-13.699699;941;122;1
1547634720678;0.52914894;-0.09731956;0.443174;-7.8760233;935;232;1
1547634720727;0.15865043;-1.0469881;0.079063416;-9.897525;934;264;1
1547634720778;0.2523397;-0.5513844;0.29147;-5.468653;920;279;1
1547634720827;-0.0052883476;-1.3562604;-0.0082205;-9.581662;935;272;1
1547634720877;0.39341468;-0.8303229;-0.357426;-13.050621;938;214;1
1547634720928;0.5312782;-0.29160962;-0.34784412;-7.6521273;935;252;1
1547634720978;1.0220822;-0.513598;-0.24883159;-7.0591693;937;285;1
1547634721027;0.2651155;-0.73663366;-0.060388394;-10.400747;945;283;1
1547634721077;0.014922565;-0.44971898;0.11473794;-8.89783;943;237;1
1547634721127;0.480175;-0.66264915;0.030630529;-6.9039197;939;191;1
1547634721177;0.07189011;-0.95382243;-0.005026548;-6.4156656;945;156;1
1547634721227;-0.17989108;-0.38849282;0.1248434;-11.100506;952;39;1
1547634721277;0.47645742;-0.24050637;0.3888768;-7.565208;950;21;1
1547634721327;0.45888197;-0.51785666;0.33724996;-5.212254;947;25;1
1547634721376;0.34496433;-0.79892445;0.6119299;-4.8670006;948;75;1
1547634721426;0.15280357;-0.65891415;0.9669822;-6.951526;949;107;1
1547634721477;0.14109242;-0.5402143;0.85199994;-5.942744;946;124;1
1547634721553;0.1746202;-0.5689599;0.29040533;-4.4766016;946;107;1
1547634721603;0.038344882;-0.72120494;0.3154159;-5.103844;948;39;1
1547634721652;0.09850638;-0.4667534;0.3713188;-4.360914;952;10;1
1547634721702;-0.0782082;-0.6871361;0.33937928;-6.468827;953;0;1
1547634721753;-0.33904767;-1.0347359;0.3191509;-3.1261954;953;0;1
1547634721802;-0.89907146;-1.1486535;0.19298105;-8.24271;955;1;1
1547634721853;-0.65898395;-0.54979616;0.58903116;-5.6571536;955;0;1
1547634721902;-0.46202356;-0.04993387;0.5917015;-3.1348624;952;0;1
1547634721953;-0.7814188;-1.0400592;-0.08700466;-3.9189155;954;0;1
1547634722003;-0.55145425;-0.38849282;0.17542304;-9.59461;953;0;1
1547634722052;-0.6749537;-0.13990559;0.29679325;-2.3643029;948;0;1
1547634722102;-0.62385046;-0.78614867;-0.12479104;-2.8109365;947;0;1
1547634722154;-0.9118473;-0.4103269;0.41071087;-4.4205103;943;0;1
1547634722203;-0.8250695;-0.6924594;0.46500808;-2.5643048;939;0;1
1547634722254;-1.2051499;-1.3525429;0.016249016;-6.195102;935;0;1
1547634722303;-0.6621779;-0.8117003;0.08970992;-6.0131717;925;0;1
1547634722355;-0.3486295;-0.41830307;0.45488515;-2.280324;914;0;1
1547634722403;-0.54771924;-0.8047713;0.21108012;-4.3340797;928;113;1
1547634722453;-0.2741214;-0.7531445;0.05883505;-8.532073;910;123;1
1547634722503;-0.3960152;-0.5338264;0.15997688;-6.691095;936;20;1
1547634722553;-0.003700098;-0.34857717;0.41123447;-7.422964;936;0;1
1547634722603;-0.15327482;-0.5796064;0.5326047;-8.053443;941;0;1
1547634722653;0.055379298;-0.7094938;0.76895714;-9.120874;942;0;1
1547634722703;-0.001553343;-0.74036866;0.93184876;-8.471146;944;0;1
1547634722753;-0.12452924;-0.6040934;0.9723055;-6.4284987;945;29;1
1547634722803;-0.24111724;-0.3059911;0.63055253;-6.4599967;949;98;1
1547634722854;-0.3725929;-0.71746993;0.7439466;-8.066401;949;156;1
1547634722903;0.16557938;-0.4757942;0.828054;-9.547454;949;174;1
1547634722953;-0.0712967;0.11665781;0.9749758;-4.999131;951;214;1
1547634723003;-0.15221016;0.2705086;0.98827523;-6.134462;949;204;1
1547634723052;-0.26132816;0.14700909;1.0457664;-5.9643393;946;232;1
1547634723102;-0.07449065;0.27689648;0.93291336;-6.791919;944;235;1
1547634723153;0.053249996;-0.0068242373;0.73755866;-9.4294;949;169;1
1547634723203;0.6899112;0.70808005;0.828054;-8.578166;946;161;1
1547634723253;0.47324604;0.28593728;0.7694982;-9.8381;951;134;1
1547634723303;0.6265732;0.2289872;0.67367965;-8.670401;954;166;1
1547634723353;0.61006236;0.4972792;1.117098;-8.786059;953;195;1
1547634723403;0.67926466;0.66921157;1.1911;-8.517985;949;332;1
1547634723453;0.59835124;0.6063972;1.1245506;-9.130518;942;380;1
1547634723503;0.28269097;0.5792573;0.87276936;-7.291407;924;444;1
1547634723553;0.2459518;0.5318716;0.6603628;-7.4605145;917;453;1
