Time;GyroX;GyroY;GyroZ;Accelerometer;HeelLeft;FrontLeft;mistake
1547634662978;0.12920672;-0.06955137;0.03436553;-9.127588;446;392;1
1547634663028;0.08981464;-0.16749924;0.04288274;-9.249567;451;392;1
1547634663079;0.23886576;-0.024836035;-0.03269002;-9.033993;453;391;1
1547634663129;0.19786797;-0.024836035;-0.030037116;-9.0161705;419;393;1
1547634663179;0.33520794;-0.1094845;-0.009267698;-9.144222;401;393;1
1547634663229;0.3511777;-0.11426671;-0.0050090947;-9.195046;403;395;1
1547634663278;0.21383774;-0.1643053;0.038083084;-8.960233;393;396;1
1547634663329;0.0977908;-0.19092156;0.08759808;-9.053396;400;397;1
1547634663379;-0.05496042;-0.17442821;0.07588691;-8.946777;425;397;1
1547634663428;-0.0049218284;-0.20104447;0.07056366;-9.032634;453;398;1
1547634663478;-0.024085544;-0.21753784;0.037018433;-9.154824;488;397;1
1547634663529;0.024347343;-0.25321236;0.015201817;-9.216288;511;398;1
1547634663579;-0.0964818;-0.2335076;0.04181809;-9.12028;524;399;1
1547634663628;-0.04803146;-0.08658578;-0.014590953;-8.975948;531;402;1
1547634663678;-0.018762289;-0.052516956;0.0056199604;-9.172111;546;401;1
1547634663727;0.06958628;-0.105749495;-0.016720254;-8.924741;555;399;1
1547634663778;0.07384488;-0.099902645;-0.0018151425;-9.057351;554;400;1
1547634663829;-0.030997047;0.0022863813;-0.0012915436;-9.193658;553;401;1
1547634663879;-0.08955284;0.035290558;-0.059306286;-8.621434;554;402;1
1547634663929;-0.005969026;-0.045605455;-0.122120686;-8.552242;556;402;1
1547634663979;0.08290314;0.021450097;-0.006073746;-9.520448;563;399;1
1547634664028;0.025935592;-0.046670105;0.03223623;-8.975757;548;401;1
1547634664079;0.54550266;-0.06689847;0.14667746;-9.770469;542;402;1
1547634664128;0.91226614;0.6437298;-0.29565877;-7.123794;550;402;1
1547634664179;-0.64530057;-0.4251622;-0.010873402;-9.848089;557;398;1
1547634664228;-0.6745697;0.6911155;0.14721853;-9.539361;565;398;1
1547634664277;0.07970919;0.06775368;0.04181809;-9.112715;572;396;1
